technology_nodes_tables	3
campaign_key	faction_key	indent	key	technology_key	technology_node_set	tier	research_points_required	cost_per_round	food_cost	optional_ui_group	resource_cost
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_01	tech_dlc08_nor_creatures_01	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_02	tech_dlc08_nor_creatures_02	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_03	tech_dlc08_nor_creatures_03	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_04	tech_dlc08_nor_creatures_04	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_05	tech_dlc08_nor_creatures_05	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_06	tech_dlc08_nor_creatures_06	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_07	tech_dlc08_nor_creatures_07	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_08	tech_dlc08_nor_marauders_01	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_09	tech_dlc08_nor_marauders_02	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_10	tech_dlc08_nor_marauders_03	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_11	tech_dlc08_nor_marauders_04	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_12	tech_dlc08_nor_marauders_05	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_13	tech_dlc08_nor_marauders_06	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_14	tech_dlc08_nor_marauders_07	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_15	tech_dlc08_nor_nw_01	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_16	tech_dlc08_nor_nw_02	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_17	tech_dlc08_nor_nw_03	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_18	tech_dlc08_nor_nw_04	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_19	tech_dlc08_nor_nw_05	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_20	tech_dlc08_nor_nw_06	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_21	tech_dlc08_nor_nw_07	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_22	tech_dlc08_nor_nw_08	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_23	tech_dlc08_nor_nw_09	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_24	tech_dlc08_nor_nw_10	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_25	tech_dlc08_nor_nw_11	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_26	tech_dlc08_nor_nw_20	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_27	tech_dlc08_nor_nw_21	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_28	tech_dlc08_nor_other_01	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_29	tech_dlc08_nor_other_02	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_30	tech_dlc08_nor_other_03	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_31	tech_dlc08_nor_other_04	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_32	tech_dlc08_nor_other_05	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_33	tech_dlc08_nor_other_06	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_34	tech_dlc08_nor_other_07	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_35	tech_dlc08_nor_other_08	nor_mil	15	999999	999999	0		
	wh_dlc08_nor_goromadny_tribe	30	norse_tech_removal_fimir_36	tech_dlc08_nor_other_09	nor_mil	15	999999	999999	0		
