building_chain	building_level	building_set	exclude
#building_set_to_building_junctions_tables;0;db/building_set_to_building_junctions_tables/ovn_wolf_golden_magus			
arb_flaming_scimitar_main		arb_flaming_scimitar_main	false
	arb_flaming_scimitar_main_1	arb_flaming_scimitar_newhorde	false
arb_flaming_scimitar_barracks		arb_flaming_scimitar_military	false
	arb_flaming_scimitar_barracks_1	arb_flaming_scimitar_newhorde	false
arb_flaming_scimitar_support_monsters		arb_flaming_scimitar_support	false
arb_flaming_scimitar_support_mages		arb_flaming_scimitar_support	false
arb_flaming_scimitar_structure_movement		arb_flaming_scimitar_structure	false
arb_flaming_scimitar_structure_upkeep		arb_flaming_scimitar_structure	false
arb_flaming_scimitar_structure_replenishment		arb_flaming_scimitar_structure	false
arb_flaming_scimitar_structure_growth		arb_flaming_scimitar_structure	false
arb_flaming_scimitar_defense_bombardment		arb_flaming_scimitar_defence	false
arb_flaming_scimitar_defense_magical_bombardment		arb_flaming_scimitar_defence	false
arb_flaming_scimitar_unique_minaret		arb_flaming_scimitar_unique	false
arb_golden_magus_special_galleon_graveyard		wh2_main_set_landmark	false
