character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/elo_troll_ugma				
elo_troll_toll	wh_main_effect_force_all_campaign_post_battle_loot_mod	1	character_to_character_own	20.0
elo_troll_toll	wh_main_effect_force_all_campaign_sacking_income	1	character_to_character_own	15.0
elo_troll_toll	wh_main_effect_force_all_campaign_raid_income	1	character_to_character_own	25.0
elo_troll_toll	wh_main_effect_force_army_campaign_ambush_attack_success_chance	1	character_to_character_own	-25.0
elo_eloquent_troll	wh_main_effect_force_army_battle_enemy_unit_morale	1	general_to_force_enemy_regionwide	-4.0
elo_leader_river	ugma_river_morale	1	general_to_force_own	10.0
elo_leader_river	ugma_river_physical	1	general_to_force_own	20.0
elo_leader_river	ugma_river_attack	1	general_to_force_own	15.0
elo_eloquent_troll	wh_main_effect_unit_enable_attribute_terror	1	character_to_character_own	20.0
creature_water	wh_main_effect_force_unit_stat_melee_damage_versus_greenskins	1	general_to_force_own	20.0
creature_water	wh_main_effect_force_unit_stat_morale_versus_greenskins	1	general_to_force_own	10.0
creature_water	wh2_main_effect_character_stat_mod_melee_damage_versus_dwarfs	1	general_to_force_own	20.0
creature_water	wh2_main_effect_force_unit_stat_melee_attack_versus_dwarfs	1	general_to_force_own	8.0
ugma_warpstone_touched	wh_main_effect_character_wound_recovery_time_mod	1	character_to_character_own	-2.0
ugma_warpstone_touched	wh2_main_effect_replenishment_lords	1	general_to_force_own	50.0
ugma_warpstone_touched	wh_main_effect_character_stat_mod_unit_health	1	character_to_character_own	25.0
ugma_warpstone_touched	wh_main_effect_religion_conversion_chaos	1	character_to_character_own_provincetext	2.0
ugma_strongest_river	elo_all_trolls_ma	1	general_to_force_own	7.0
ugma_strongest_river	elo_all_trolls_mdef	1	general_to_force_own	7.0
ugma_strongest_river	enable_death_stench	1	character_to_character_own	1.0
ugma_strongest_river	disable_horrible_stench	1	character_to_character_own	1.0
ugma_strongest_river	wh_main_effect_character_stat_mod_personal_aura_size	1	character_to_character_own	100.0
ugma_strongest_river	wh_main_effect_character_stat_mod_ward_save_physical	1	character_to_character_own	15.0
ugma_strongest_river	wh_main_effect_religion_conversion_chaos	1	character_to_character_own_provincetext	4.0
ugma_innate	rivertroll_blood_dummy	1	character_to_character_own	1.0
ugma_innate	wh2_main_effect_grant_immortality_lord	1	character_to_character_own	1.0
ugma_innate	wh_main_effect_force_all_campaign_post_battle_loot_mod	1	character_to_character_own	15.0
ugma_innate	wh2_main_effect_character_stat_mod_melee_damage_versus_dwarfs	10	faction_to_force_own	20.0
ugma_innate	ugma_river_attack	1	general_to_force_own	6.0
ugma_innate	enable_elo_greater_swamp_breath	1	character_to_character_own	1.0
elo_skill_throgg_raw_might	raw_might_charge7	1	general_to_force_own	12.0
elo_skill_throgg_raw_might	raw_might_speed7	1	general_to_force_own	10.0
elo_skill_throgg_raw_might	raw_might_missle_res7	1	general_to_force_own	15.0
elo_skill_throgg_blight	blight_men_mag_res7	1	general_to_force_own	15.0
elo_skill_throgg_blight	blight_men_mag_mdf7	1	general_to_force_own	5.0
elo_skill_throgg_blight	blight_men_mag_wps7	1	general_to_force_own	12.0
