variants_tables	6
variant_name	tech_folder	variant_filename	low_poly_filename	mount_scale	scale	scale_variation	super_low_poly_filename
elo_supply_wagon		mtl_chuckwagon_campaign_01		1.0	1.0	-0.0	
ovn_mtl_warpony_draught		emp_warhorse		1.0	0.85	0.0	
ovn_mtl_warpony_armoured_draught		emp_warhorse_armoured		1.0	0.85	0.0	
ovn_mtl_chuckwagon_rider_0		mtl_chuckwagon_rider_0		1.0	0.7	0.0	
ovn_mtl_chuckwagon_rider_1		mtl_chuckwagon_rider_1		1.0	0.7	0.0	
halfling_archer		halfling_archer		1.0	0.69	0.05	
halfling_inf		halfling_inf		1.0	0.8	0.05	
halfling_cock		halfling_cock		1.0	0.69	0.05	
halfling_warfoot		halfling_warfoot		1.0	0.8	0.05	
sr_ogre		urblab_rotgut_mercenary_ogres		1.0	1.6	0.05	
wh_dwf_dwarf_tank		emp_state_troops		0.5	0.5	0.0	
wh_dwf_dwarf_tank_turret		wh_dwf_dwarf_tank_turret		0.5	0.5	0.0	
halfling_cook		halfling_cook		1.0	0.8	0.05	
halfling_spear		halfling_spear		1.0	0.8	0.05	
halfling_thief		halfling_thief		1.0	0.8	0.05	
sr_ogre_ror		urblab_rotgut_mercenary_ogres		1.0	2.2	0.1	
halfling_cook_ror		halfling_cook_ror		1.0	0.8	0.05	
ovn_hlf_ll		halfling_lord		0.8	0.8	0.0	
half_pig		half_pig		0.65	0.65	0.1	
halfling_milittia_arch		halfling_milittia_arch		1.0	0.69	0.05	
halfling_milittia_great		halfling_milittia_great		1.0	0.8	0.05	
halfling_warden_great		halfling_warden_great		1.0	0.8	0.05	
hlf_baby_dragon		hlf_baby_dragon		0.5	0.5	0.0	
hlf_roast_pig		hlf_roast_pig		0.8	0.8	0.0	
halfling_militia		halfling_militia		1.0	0.8	0.05	
ovn_hlf_glibfoot		halfling_glibfoot		1.0	1.0	0.0	
ovn_hlf_moot_general_0		halfling_moot_general		1.0	0.9	0.0	
ovn_hlf_moot_general_01		halfling_moot_general_1		1.0	0.9	0.0	
ovn_hlf_fieldwarden_0		halfling_fieldwarden		1.0	0.9	0.0	
ovn_hlf_fieldwarden_1		halfling_fieldwarden_1		1.0	0.9	0.0	
ovn_hlf_master_chef_0		halfling_master_chef		1.0	0.9	0.0	
ovn_hlf_master_chef_1		halfling_master_chef_1		1.0	0.9	0.0	
ovn_hlf_sheriff_0		halfling_sheriff		1.0	0.9	0.0	
ovn_hlf_moot_general_1_poultry		halfling_moot_general_1_poultry		1.0	1.0	0.0	
ovn_hlf_moot_general_2_poultry		halfling_moot_general_2_poultry		1.0	1.0	0.0	
ovn_mtl_poultry_lord_general	VariantMeshes\wh_variantmodels\rp3\mtl\mtl_poultry\tech	mtl_poultry		0.95	0.95	0.0	
ovn_hlf_master_chef_0_wagon		halfling_master_chef_wagon		1.0	0.9	0.0	
ovn_hlf_master_chef_1_wagon		halfling_master_chef_1_wagon		1.0	0.9	0.0	
ovn_mtl_swine_lord_general	VariantMeshes\wh_variantmodels\bo1\mtl\mtl_swine\tech	mtl_swine		0.95	0.95	0.0	
ovn_hlf_sheriff_0_pig		halfling_sheriff_pig		1.0	0.9	0.0	
ovn_hlf_sheriff_1		halfling_sheriff_2		1.0	0.9	0.0	
ovn_hlf_sheriff_1_pig		halfling_sheriff_pig_2		1.0	0.9	0.0	
ovn_mtl_swine	VariantMeshes\wh_variantmodels\bo1\mtl\mtl_swine\tech	mtl_swine		0.95	0.75	0.0	
ovn_mtl_swine_rider		mtl_swine_rider		1.0	0.75	0.0	
wh_main_vehicle_halftank		mtl_halftank		1.0	0.65	0.0	
wh_main_mtl_soupcart_rider		mtl_soupcart_rider		1.0	0.85	0.0	
ovn_mtl_poultry		mtl_poultry		1.2	0.6	0.0	
ovn_mtl_poultry_rider_0		mtl_poultry_rider_lancer		1.0	1.0	0.0	
ovn_mtl_auroch		mtl_auroch		1.0	1.0	0.05	
