id	building_superchain	slot_template
#slot_template_to_building_superchain_junctions_tables;0;db/slot_template_to_building_superchain_junctions_tables/ovn_alb_waystone		
967534578345	ovn_Waystone	minor_norsca_albion_isle_of_wights
967534578346	ovn_Waystone	major_norsca_albion_albion
967534578347	ovn_Waystone	wh_main_special_citadel_of_lead_secondary
967534578348	ovn_Waystone	wh_main_special_konquata_secondary
967534578349	ovn_Waystone_marker	wh_main_special_couronne_secondary
967534578350	ovn_Waystone_marker	major_norsca_vanaheim_mountains_bjornlings_gathering
967534578351	ovn_Waystone_marker	wh2_main_special_karond_kar_secondary
967534578352	ovn_Waystone_marker	wh_main_special_marienburg_secondary
967534578353	ovn_Waystone_marker	major_secondary_timber_forest_of_arden_castle_artois
967534578354	ovn_Waystone_marker	major_norsca_aghol_wastelands_fortress_of_the_damned
967534578355	ovn_Waystone_marker	major_secondary_deadwood_the_frozen_city
967534578356	ovn_Waystone_marker	major_secondary_iron_the_clawed_coast_hoteks_column
967534578357	ovn_Waystone_marker	major_norsca_helspire_mountains_graeling_moot
967534578358	ovn_Waystone_beacon	major_norsca_ice_tooth_mountains_icedrake_fjord
967534578359	ovn_Waystone_beacon	major_norsca_mountains_of_naglfari_varg_camp
967534578360	ovn_Waystone_beacon	major_secondary_bastonne_et_montfort_castle_bastonne
967534578361	ovn_Waystone_beacon	major_secondary_pastures_lyonesse_lyonesse
967534578362	ovn_Waystone_beacon	major_secondary_misty_hills_the_black_pit
967534578363	ovn_Waystone_beacon	wh2_main_special_castle_drachenfels_secondary
967534578364	ovn_Waystone_beacon	wh_main_special_altdorf_secondary
967534578365	ovn_Waystone_beacon	wh2_main_special_har_ganeth_secondary
967534578366	ovn_Waystone_beacon	wh_main_special_massif_orca_secondary
967534578367	ovn_Waystone_beacon	major_secondary_pastures_doom_glades_hag_hall
967534578368	ovn_Waystone_beacon	wh2_main_special_clar_karond_secondary
