diplomacy_negotiation_string_options_tables	4
key	string	option	group
accept	Albion_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Albion_&_Negative
accept	Albion_Dip_Acceptance_Negative_02	1	diplomacy_Subcult_Albion_&_Negative
accept	Albion_Dip_Acceptance_Negative_03	2	diplomacy_Subcult_Albion_&_Negative
demand_payment	Albion_Dip_Demand_Payments_Negative_01	0	diplomacy_Subcult_Albion_&_Negative
generic_offer_demand	Albion_Dip_Generic_Offer_Negative_01	0	diplomacy_Subcult_Albion_&_Negative
generic_offer_demand	Albion_Dip_Generic_Offer_Negative_02	1	diplomacy_Subcult_Albion_&_Negative
generic_offer_demand	Albion_Dip_Generic_Offer_Negative_03	2	diplomacy_Subcult_Albion_&_Negative
generic_reject	Albion_Dip_Rejection_Negative_01	0	diplomacy_Subcult_Albion_&_Negative
generic_reject	Albion_Dip_Rejection_Negative_02	1	diplomacy_Subcult_Albion_&_Negative
generic_reject	Albion_Dip_Rejection_Negative_03	2	diplomacy_Subcult_Albion_&_Negative
receive	Albion_Dip_Greet_Neg_01	0	diplomacy_Subcult_Albion_&_Negative
receive	Albion_Dip_Greet_Neg_02	1	diplomacy_Subcult_Albion_&_Negative
receive	Albion_Dip_Greet_Neg_03	2	diplomacy_Subcult_Albion_&_Negative
accept	Albion_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Albion_&_Positive
accept	Albion_Dip_Acceptance_Positive_03	1	diplomacy_Subcult_Albion_&_Positive
demand_payment	Albion_Dip_Demand_Payments_Positive_01	0	diplomacy_Subcult_Albion_&_Positive
generic_offer_demand	Albion_Dip_Generic_Offer_Positive_01	0	diplomacy_Subcult_Albion_&_Positive
generic_offer_demand	Albion_Dip_Generic_Offer_Positive_02	1	diplomacy_Subcult_Albion_&_Positive
generic_offer_demand	Albion_Dip_Generic_Offer_Positive_03	2	diplomacy_Subcult_Albion_&_Positive
generic_reject	Albion_Dip_Rejection_Positive_01	0	diplomacy_Subcult_Albion_&_Positive
generic_reject	Albion_Dip_Rejection_Positive_02	1	diplomacy_Subcult_Albion_&_Positive
generic_reject	Albion_Dip_Rejection_Positive_03	2	diplomacy_Subcult_Albion_&_Positive
receive	Albion_Dip_Greet_Pos_01	0	diplomacy_Subcult_Albion_&_Positive
receive	Albion_Dip_Greet_Pos_02	1	diplomacy_Subcult_Albion_&_Positive
receive	Albion_Dip_Greet_Pos_03	2	diplomacy_Subcult_Albion_&_Positive
accept	Albion_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Albion
accept	Albion_Dip_Acceptance_Neutral_02	1	diplomacy_Subcult_Albion
accept_state_gift	Albion_Dip_Accept_State_Gift_01	0	diplomacy_Subcult_Albion
accept_state_gift	Albion_Dip_Accept_State_Gift_02	1	diplomacy_Subcult_Albion
accept_state_gift	Albion_Dip_Accept_State_Gift_03	2	diplomacy_Subcult_Albion
acknowledge_accept	Albion_Dip_Acknowledge_Accept_01	0	diplomacy_Subcult_Albion
acknowledge_accept	Albion_Dip_Acknowledge_Accept_02	1	diplomacy_Subcult_Albion
acknowledge_accept	Albion_Dip_Acknowledge_Accept_03	2	diplomacy_Subcult_Albion
acknowledge_cancel_treaty	Albion_Dip_Acknowledge_Cancel_Treaty_01	0	diplomacy_Subcult_Albion
acknowledge_cancel_treaty	Albion_Dip_Acknowledge_Cancel_Treaty_02	1	diplomacy_Subcult_Albion
acknowledge_cancel_treaty	Albion_Dip_Acknowledge_Cancel_Treaty_03	2	diplomacy_Subcult_Albion
acknowledge_reject	Albion_Dip_Acknowledge_Reject_01	0	diplomacy_Subcult_Albion
acknowledge_reject	Albion_Dip_Acknowledge_Reject_02	1	diplomacy_Subcult_Albion
acknowledge_reject	Albion_Dip_Acknowledge_Reject_03	2	diplomacy_Subcult_Albion
acknowledge_war	Albion_Dip_Acknowledge_War_01	0	diplomacy_Subcult_Albion
acknowledge_war	Albion_Dip_Acknowledge_War_02	1	diplomacy_Subcult_Albion
acknowledge_war	Albion_Dip_Acknowledge_War_03	2	diplomacy_Subcult_Albion
cancel_treaty	Albion_Dip_Cancel_Treaty_01	0	diplomacy_Subcult_Albion
cancel_treaty	Albion_Dip_Cancel_Treaty_02	1	diplomacy_Subcult_Albion
cancel_treaty	Albion_Dip_Cancel_Treaty_03	2	diplomacy_Subcult_Albion
demand_join_war	Albion_Dip_Demand_Join_War_01	0	diplomacy_Subcult_Albion
demand_join_war	Albion_Dip_Demand_Join_War_02	1	diplomacy_Subcult_Albion
demand_join_war	Albion_Dip_Demand_Join_War_03	2	diplomacy_Subcult_Albion
demand_payment	Albion_Dip_Demand_Payments_Neutral_01	0	diplomacy_Subcult_Albion
generic_offer_demand	Albion_Dip_Generic_Offer_Neutral_01	0	diplomacy_Subcult_Albion
generic_offer_demand	Albion_Dip_Generic_Offer_Neutral_02	1	diplomacy_Subcult_Albion
generic_offer_demand	Albion_Dip_Generic_Offer_Neutral_03	2	diplomacy_Subcult_Albion
generic_reject	Albion_Dip_Rejection_Neutral_01	0	diplomacy_Subcult_Albion
generic_reject	Albion_Dip_Rejection_Neutral_02	1	diplomacy_Subcult_Albion
generic_reject	Albion_Dip_Rejection_Neutral_03	2	diplomacy_Subcult_Albion
