main_units_tables	36
additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	unit	upkeep_cost	weight	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	audio_voiceover_culture	ui_unit_group_land	ui_unit_group_naval	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	unit_scaling	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element
	0	lord	1	false	ovn_stormrider_mount	1	0	1650	wh_main_shp_transport	1	1	1	0	1800			ovn_stormrider_mount	425	heavy		false	false	0	230689040	false		wh2_main_vo_culture_High_Elves	lord_dragon	lord_dragon	0	true	hef_general_foot	ovn_stormrider_mount	true	false		1950.0	0.0	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Prince	0	true	false	0	false	false	
	1	lord	1	false	ovn_stormrider	1	1	1250	wh_main_shp_transport	1	1	120	0	3000			ovn_stormrider	300	heavy		false	false	0	230689041	false		wh2_main_vo_culture_High_Elves	lord_infantry_sword	lord_infantry_sword	5	true	hef_general_foot		true	false		5900.0	0.0	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Prince	0	true	false	6	false	false	
	-1	missile_cavalry	1	false	ovn_hef_cav_ellyrian_reavers_shore	60	0	925	wh_main_shp_transport	1	1	60	0	925			ovn_hef_cav_ellyrian_reavers_shore	212	heavy		false	false	0	230689040	true		wh2_main_vo_culture_High_Elves	missile_cavalry_bow	missile_cavalry_bow	2	false	emp_reiksguard		false	true		150.0	450.0	false	vo_culture_None	false	wh2_main_vo_actor_High_Elves_Mounted	0	true	false	5	false	false	
	-1	missile_infantry	1	false	ovn_hef_inf_archers_sea	90	0	625	wh_main_shp_transport	1	1	90	0	625			ovn_hef_inf_archers_sea	145	light		false	false	0	230689041	true		wh2_main_vo_culture_High_Elves	missile_infantry_bow	missile_infantry_bow	2	false	wef_infantry_30_degrees		false	true		110.0	440.0	false	vo_culture_None	false	wh2_main_vo_actor_High_Elves_Infantry	0	true	false	6	false	false	
	-1	missile_infantry	1	false	ovn_hef_inf_archers_fire	90	0	625	wh_main_shp_transport	1	1	90	0	625			ovn_hef_inf_archers_fire	145	light		false	false	0	230689042	true		wh2_main_vo_culture_High_Elves	missile_infantry_bow	missile_infantry_bow	2	false	wef_infantry_30_degrees		false	true		110.0	440.0	false	vo_culture_None	false	wh2_main_vo_actor_High_Elves_Infantry	0	true	false	6	false	false	
	-1	missile_infantry	1	false	ovn_hef_inf_archers_wind	90	0	625	wh_main_shp_transport	1	1	90	0	625			ovn_hef_inf_archers_wind	145	light		false	false	0	230689043	true		wh2_main_vo_culture_High_Elves	missile_infantry_bow	missile_infantry_bow	2	false	wef_infantry_30_degrees		false	true		110.0	440.0	false	vo_culture_None	false	wh2_main_vo_actor_High_Elves_Infantry	0	true	false	6	false	false	
	-1	melee_infantry	1	false	ovn_hef_inf_spearmen_falcon	120	1	750	wh_main_shp_transport	1	1	120	0	750			ovn_hef_inf_spearmen_falcon	165	medium		false	false	0	230689044	true		wh2_main_vo_culture_High_Elves	infantry_spear	infantry_spear	1	false	wef_infantry_15_degrees		false	true		750.0	0.0	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Infantry	0	true	false	1	false	false	
	-1	melee_infantry	1	false	ovn_hef_inf_spearmen_sapphire	120	1	750	wh_main_shp_transport	1	1	120	0	750			ovn_hef_inf_spearmen_sapphire	165	medium		false	false	0	230689045	true		wh2_main_vo_culture_High_Elves	infantry_spear	infantry_spear	1	false	wef_infantry_15_degrees		false	true		750.0	0.0	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Infantry	0	true	false	1	false	false	
wh2_main_hef_hunters_1	-1	monster	2	false	cr_hef_veh_lothern_skycutter	20	0	1000	wh_main_shp_transport	1	1	20	0	1000			cr_hef_veh_lothern_skycutter	350	heavy		false	false	0	7654513432	true		wh_main_vo_culture_Eagle	missile_flying_chariot	missile_flying_chariot	3	true	hef_great_eagle		false	true		400.0	600.0	false	wh2_main_vo_culture_High_Elves	false	wh_main_vo_actor_default	0	false	true	3	false	false	
	1	monster	2	false	cr_hef_veh_lothern_skycutter_ror	20	1	1375	wh_main_shp_transport	1	1	20	0	1375			cr_hef_veh_lothern_skycutter_ror	365	heavy		false	false	0	7654513433	true		wh_main_vo_culture_Eagle	missile_flying_chariot	missile_flying_chariot	3	true	hef_great_eagle		false	true		600.0	775.0	false	wh2_main_vo_culture_High_Elves	true	wh_main_vo_actor_default	0	false	true	1	false	false	
