main_units_tables	36
additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	unit	upkeep_cost	weight	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	audio_voiceover_culture	ui_unit_group_land	ui_unit_group_naval	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	unit_scaling	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element
	-1	warmachine	1	false	akp_brt_ballista	32	0	575	wh_main_shp_transport	1	1	32	0	575			akp_brt_ballista	140	very_heavy		false	false	0	1049341201	true		wh2_dlc11_vo_culture_Vampire_Coast	wh_dlc06_bolt_thrower	wh_dlc06_bolt_thrower	2	false	emp_soldier_15_degrees		false	true		55.0	495.0	true	vo_culture_None	false	wh2_dlc11_vo_actor_Generic_Human	0	true	false	6	false	false	
	-1	lord	1	false	arb_golden_magus	1	1	900	wh_main_shp_transport	1	1	1	0	950			arb_golden_magus	265	medium		false	false	0	250589035	true		wh_main_vo_culture_Empire	ovn_arb_magician_desert	ovn_arb_magician_desert	1	false	emp_general_foot		true	false		1000.0	0.0	false	vo_culture_None	true	wh_main_vo_actor_Empire_BrightWizard	0	true	false	2	false	false	
	-1	lord	1	false	arb_golden_magus_camel	1	0	1150	wh_main_shp_transport	1	1	1	0	1275			arb_golden_magus_camel	310	medium		false	false	0	284379935	false		wh_main_vo_culture_Empire	ovn_arb_magician_desert	ovn_arb_magician_desert	0	true	emp_general_foot	ovn_cam_arb_camel	true	false		550.0	0.0	false	vo_culture_None	true	wh_main_vo_actor_Empire_BrightWizard	0	true	false	0	false	false	
	1	lord	1	false	arb_golden_magus_skiff	13	0	2100	wh_main_shp_transport	1	1	17	0	1375			arb_golden_magus_skiff	310	heavy		false	false	0	284379936	false		wh_main_vo_culture_Empire	ovn_arb_magician_desert	ovn_arb_magician_desert	0	true	emp_general_foot	cr_cam_mnt_arb_djinn_skiff	true	false		500.0	0.0	false	vo_culture_None	true	wh_main_vo_actor_Empire_BrightWizard	0	true	false	2	false	false	
	-1	monster	2	false	ovn_arb_mon_genie_summoned	1	0	1300	wh_main_shp_transport	1	1	1	0	1300			ovn_arb_mon_genie_summoned	265	heavy		false	false	0	2335430899	true		wh_main_vo_culture_Wraith	ovn_arb_djinns	ovn_arb_djinns	4	true	arb_djinn		true	false		850.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_default	0	true	true	6	false	false	
	-1	monster	2	false	arb_sultan_of_flame	1	0	3500	wh_main_shp_transport	1	1	1	0	850			arb_sultan_of_flame	215	heavy		false	false	0	284379937	true		wh_main_vo_culture_Wraith	ovn_arb_djinns	ovn_arb_djinns	4	true	arb_djinn		true	false		850.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_default	0	true	true	6	false	false	
ovn_arb_forge_3	-1	missile_cavalry	1	false	ovn_arb_cav_jezzail_camel	40	0	1425	wh_main_shp_transport	1	1	40	0	1425			ovn_arb_cav_jezzail_camel	275	medium		false	false	0	8542313319	true		wh2_dlc11_vo_culture_Vampire_Coast	missile_camelry_rifle	missile_camelry_rifle	3	false	emp_reiksguard		false	true		112.0	448.0	false	vo_culture_None	false	wh2_dlc11_vo_actor_Generic_Human	0	true	false	5	false	false	
	-1	missile_cavalry	1	false	ovn_arb_cav_archer_camel	60	0	675	wh_main_shp_transport	1	1	60	0	500			ovn_arb_cav_archer_camel	150	medium		false	false	0	8542314319	true		wh2_dlc11_vo_culture_Vampire_Coast	missile_camelry_bow	missile_camelry_bow	2	false	emp_reiksguard		false	true		100.0	400.0	false	vo_culture_None	false	wh2_dlc11_vo_actor_Generic_Human	0	true	false	5	false	false	
	-1	melee_cavalry	1	false	ovn_arb_cav_lancer_camel	60	0	450	wh_main_shp_transport	1	1	60	0	450			ovn_arb_cav_lancer_camel	120	medium		false	false	0	8542315319	true		wh2_dlc11_vo_culture_Vampire_Coast	camelry	camelry	2	false	emp_reiksguard		false	true		500.0	0.0	false	vo_culture_None	false	wh2_dlc11_vo_actor_Generic_Human	0	true	false	5	false	false	
	1	monster	3	false	ovn_arb_mon_war_elephant_ror	8	0	2100	wh_main_shp_transport	1	1	8	0	2150			ovn_arb_mon_war_elephant_ror	485	very_heavy		false	false	0	42346112322	true		wh_dlc08_vo_culture_war_mammoth	ovn_elephant	ovn_elephant	5	true	nor_war_mammoth		true	true		1800.0	200.0	true	wh_main_vo_culture_Chaos	false	wh_main_vo_actor_default	0	true	true	2	false	false	
