character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/elo_larenscheld				
larenscheld_innate	wh2_dlc11_enable_immortal_hidden	1	character_to_character_own	1.0
larenscheld_innate	enable_ghost_on_death	1	character_to_character_own	1.0
larenscheld_innate	wh_main_effect_character_wound_recovery_time_mod	1	character_to_character_own	-2.0
elo_skill_death	larenscheld_ghost_matt	1	agent_to_parent_army_own	6.0
elo_skill_death	larenscheld_ghost_matt	2	agent_to_parent_army_own	8.0
elo_skill_death	larenscheld_ghost_mdef	2	agent_to_parent_army_own	8.0
elo_skill_death	larenscheld_ghost_matt	3	agent_to_parent_army_own	12.0
elo_skill_death	larenscheld_ghost_mdef	3	agent_to_parent_army_own	12.0
elo_vengeful_spirit	larenscheld_ghost_wps	1	agent_to_parent_army_own	10.0
elo_vengeful_spirit	larenscheld_ghost_wps	2	agent_to_parent_army_own	15.0
elo_vengeful_spirit	larenscheld_ghost_vsmall	2	agent_to_parent_army_own	8.0
elo_lifetaker_spirit	larenscheld_ghost_wps	1	agent_to_parent_army_own	10.0
elo_lifetaker_spirit	larenscheld_ghost_wps	2	agent_to_parent_army_own	15.0
elo_lifetaker_spirit	larenscheld_ghost_vlarge	2	agent_to_parent_army_own	8.0
elo_necromantic_spectre	elo_ghost_vampire_novice	1	agent_to_parent_army_own	1.0
elo_necromantic_spectre	elo_ghost_vampire_novice	2	agent_to_parent_army_own	1.0
elo_necromantic_spectre	elo_ghost_vampire_advanced	2	agent_to_parent_army_own	1.0
elo_necromantic_spectre	elo_ghost_vampire_novice	3	agent_to_parent_army_own	1.0
elo_necromantic_spectre	elo_ghost_vampire_advanced	3	agent_to_parent_army_own	1.0
elo_necromantic_spectre	elo_ghost_vampire_expert	3	agent_to_parent_army_own	1.0
elo_wraith_liche	elo_ghost_vampire_master	2	agent_to_parent_army_own	1.0
elo_wraith_liche	wh_main_effect_ability_enable_master_of_the_dead	1	agent_to_parent_army_own	1.0
elo_wraith_liche	wh_main_effect_ability_enable_master_of_the_dead	2	agent_to_parent_army_own	1.0
elo_death_beyond	enable_larenscheld_bombardment	1	character_to_character_own	1.0
elo_true_wraith	enable_ghost_on_death_upgraded	1	character_to_character_own	1.0
elo_true_wraith	disable_ghost_on_death	1	character_to_character_own	1.0
elo_ghost_ward	larenscheld_ghost_ward	1	agent_to_parent_army_own	10.0
elo_ghost_ward	larenscheld_ghost_morale	1	agent_to_parent_army_own	5.0
elo_ghost_ward	larenscheld_ghost_ward	2	agent_to_parent_army_own	20.0
elo_ghost_ward	larenscheld_ghost_morale	2	agent_to_parent_army_own	10.0
elo_change_at_will	larenscheld_change_at_will	1	character_to_character_own	1.0
