Loc PackedFile	1
key	text	tooltip
ancillaries_colour_text_grudge_anc_rune_rune_of_fury	Bright and angry glow the Runes of Fury, the weapons that hold them almost jumping out of their wielders' hands in desperation to strike the foe.	true
ancillaries_colour_text_grudge_anc_rune_rune_of_might	A Dwarf wielding a weapon bearing the Runes of Might can fell a Giant in a flurry of axe blows.	true
ancillaries_colour_text_grudge_anc_rune_rune_of_parrying	A weapon with this rune moves to block incoming attacks, making its wielder extremely hard to hit.	true
ancillaries_colour_text_grudge_anc_rune_rune_of_striking	The Rune of Striking causes the weapon to hit the foe’s most vulnerable area with uncanny precision.	true
ancillaries_onscreen_name_grudge_anc_rune_rune_of_fury	Rune of Fury	true
ancillaries_onscreen_name_grudge_anc_rune_rune_of_might	Rune of Might	true
ancillaries_onscreen_name_grudge_anc_rune_rune_of_parrying	Rune of Parrying	true
ancillaries_onscreen_name_grudge_anc_rune_rune_of_striking	Rune of Striking	true
ancillaries_colour_text_grudge_item_horn_of_urgok	This enchanted horn has the power to panic enemies and calm friendly troops with a single blast. When sounded, all enemy regiments within earshot may flee and all fleeing friendly regiments within range will rally themselves.	true
ancillaries_onscreen_name_grudge_item_horn_of_urgok	Horn of Urgok	true
ancillaries_colour_text_grudge_item_grudgebringer_sword	This mighty sword has runes inscribed along the blade by a Bright magic Wizard Lord. In hand-to-hand combat the wielder strikes more accurately and ferociously against his enemies. Also, a fireball may be cast from the sword.	true
ancillaries_colour_text_grudge_item_hellfire_sword	This sword is enchanted with the energy of Bright magic. Its magical power may be cast when the wielder is in melee, unleashing a fiery blast which wounds any troops in the vicinity.	true
ancillaries_colour_text_grudge_item_storm_sword	This mighty sword channels the energy of Celestial magic through its blade. In hand-to-hand combat a successful strike wounds the enemy automatically, regardless of any armour he may be wearing. When the wielder is in melee it may be cast, summoning multiple lightning bolts from the sky which strike the enemy regiment.	true
ancillaries_colour_text_grudge_item_runefang	Forged by a great Dwarf runesmith as a gift to the Empire, this sword has powerful Dwarf runes carved upon its blade. The sword strikes with such force it penetrates all armour, and any undead troops hit by the sword suffer twice the normal damage.	true
ancillaries_colour_text_grudge_item_enchanted_shield	The Enchanted Shield provides the bearer's regiment with an extra level of armour. This item can only be utilised by troops who are normally able to use a shield.	true
ancillaries_colour_text_grudge_item_shield_of_ptolos	The Shield of Ptolos is magically inscribed with a myriad of distracting patterns and designs. The patterns magically distract arrows and bolts, sending them spinning off course. The bearer's regiment will be protected against missiles from bows, crossbows, war engines and so on. Additionally, the shield provides the bearer's regiment with a basic level of armour.	true
ancillaries_colour_text_grudge_item_spelleater_shield	The Spelleater Shield is inscribed with symbols which have the power to absorb enemy magic. Whenever the bearer's regiment is the target of an enemy spell the shield has a good chance of absorbing the magic and channelling its power to any friendly mages. The shield can also negate the effects of enemy magic items. Additionally, the shield provides the bearer's regiment with a basic level of armour.	true
ancillaries_colour_text_grudge_item_dragonhelm	This magic helmet protects the bearer's regiment from the effects of fire or flame attacks. The magical powers are so effective that almost all such attacks will be ineffective.	true
ancillaries_colour_text_grudge_item_wand_of_jet	This powerful wand channels the energy of the winds of magic, providing the bearer with extra magical powers. Any spell in the bearer's repertoire can be cast for fewer magic points than it would normally cost, to a minimum of one point.	true
ancillaries_colour_text_grudge_item_banner_of_arcane_warding	The banner of Arcane Warding is inscribed with sigils to twist magic aside and deflect it in unpredictable paths. When a hostile spell is cast against a regiment bearing this banner the spell is likely to be either negated or deflected towards the closest enemy regiment.	true
ancillaries_colour_text_grudge_item_banner_of_wrath	This hallowed banner has been infused with power and can lash the enemy with bolts of pure energy. It may be cast, unleashing up to six mighty lightning bolts upon enemy troops within range	true
ancillaries_colour_text_grudge_item_banner_of_defiance	This powerful banner infuses the bearer's regiment with extra courage, making them braver and more determined. A regiment bearing this banner will never break from hand-to-hand combat and is immune to fear.	true
ancillaries_onscreen_name_grudge_item_grudgebringer_sword	Grudgebringer Sword	true
ancillaries_onscreen_name_grudge_item_hellfire_sword	Hellfire Sword	true
ancillaries_onscreen_name_grudge_item_storm_sword	Storm Sword	true
ancillaries_onscreen_name_grudge_item_runefang	Grudgebringers Runefang	true
ancillaries_onscreen_name_grudge_item_enchanted_shield	Enchanted Shield	true
ancillaries_onscreen_name_grudge_item_shield_of_ptolos	Shield of Ptolos	true
ancillaries_onscreen_name_grudge_item_spelleater_shield	Spelleater Shield	true
ancillaries_onscreen_name_grudge_item_dragonhelm	Dragonhelm	true
ancillaries_onscreen_name_grudge_item_wand_of_jet	Wand of Jet	true
ancillaries_onscreen_name_grudge_item_banner_of_arcane_warding	Banner of Arcane Warding	true
ancillaries_onscreen_name_grudge_item_banner_of_wrath	Banner of Wrath	true
ancillaries_onscreen_name_grudge_item_banner_of_defiance	Banner of Defiance	true
