effect_bundles_to_effects_junctions_tables	2
effect_bundle_key	effect_key	effect_scope	value	advancement_stage
ovn_fimir_mist_ambush_stance	wh_main_effect_force_all_campaign_stance_ap_cost	army_to_army_own_unseen	20.0	start_turn_completed
ovn_fimir_mist_ambush_stance	wh_main_effect_force_all_campaign_stance_cannot_move_dummy	army_to_army_own_unseen	1.0	start_turn_completed
ovn_fimir_mist_ambush_stance	wh_main_effect_force_army_campaign_stance_ambush_hidden_dummy	army_to_army_own_unseen	1.0	start_turn_completed
ovn_fimir_mist_ambush_stance	wh_main_effect_unit_enable_attribute_guerrilla_deployment	force_to_force_own	1.0	start_turn_completed
ovn_fimir_mist_ambush_stance	wh_main_effect_force_army_campaign_ambush_attack_success_chance	force_to_force_own	25.0	start_turn_completed
ovn_fimir_mist_stance	wh_main_effect_character_stat_mod_ward_save_missile	force_to_force_own	5.0	start_turn_completed
ovn_fimir_mist_ambush_stance	wh_main_effect_character_stat_mod_ward_save_missile	force_to_force_own	15.0	start_turn_completed
ovn_fimir_mist_stance	wh_dlc03_effect_stance_ambush_chance_dummy	army_to_army_own_unseen	1.0	start_turn_completed
ovn_fimir_mist_stance	wh_main_effect_force_army_campaign_ambush_attack_success_chance	force_to_force_own	10.0	start_turn_completed
ovn_stance_army_raiding_camp	wh_main_effect_economy_gdp_mod_all	force_to_region_own_raiding	-100.0	start_turn_completed
ovn_stance_army_raiding_camp	wh_main_effect_force_all_campaign_stance_ap_cost	army_to_army_own_unseen	50.0	start_turn_completed
ovn_stance_army_raiding_camp	wh_main_effect_force_all_campaign_stance_cannot_move_dummy	army_to_army_own_unseen	1.0	start_turn_completed
ovn_stance_army_raiding_camp	wh_main_effect_force_all_campaign_stance_diplomacy_penalty_dummy	army_to_army_own_unseen	1.0	start_turn_completed
ovn_stance_army_raiding_camp	wh_main_effect_force_all_campaign_stance_public_order_hit_dummy	army_to_army_own_unseen	-3.0	start_turn_completed
ovn_stance_army_raiding_camp	wh_main_effect_force_army_campaign_attrition_all_immunity	army_to_army_own_unseen	1.0	start_turn_completed
ovn_stance_army_raiding_camp	wh_main_effect_force_army_campaign_stance_fortification_recruitment_dummy	force_to_force_own	1.0	start_turn_completed
ovn_stance_army_raiding_camp	wh_main_effect_force_army_campaign_stance_growth_all_dummy	force_to_force_own	-5.0	start_turn_completed
ovn_stance_army_raiding_camp	wh_main_effect_force_unit_stat_melee_defence	army_to_army_own_unseen	5.0	start_turn_completed
ovn_stance_army_raiding_camp	wh_main_effect_force_unit_stat_morale	army_to_army_own_unseen	5.0	start_turn_completed
ovn_stance_army_raiding_camp	wh_main_effect_horde_unit_replenishment_hidden	force_to_general_own	10.0	start_turn_completed
