Loc PackedFile	1
key	text	tooltip
factions_screen_name_wh2_main_amz_amazons	Amazons of Kalith	true
factions_defend_desc_wh2_main_amz_amazons	You are defending against the Amazons of Kalith!	true
factions_attack_desc_wh2_main_amz_amazons	You are attacking the Amazons of Kalith!	true
factions_clan_summary_name_when_shogun_wh2_main_amz_amazons	Amazons of Kalith	true
factions_screen_adjective_wh2_main_amz_amazons	Amazons of Kalith	true
factions_screen_name_when_rebels_wh2_main_amz_amazons	Amazon Rebels	true
factions_screen_name_wh2_main_arb_caliphate_of_araby	Caliphate of Araby	true
factions_defend_desc_wh2_main_arb_caliphate_of_araby	You are defending against Araby!	true
factions_attack_desc_wh2_main_arb_caliphate_of_araby	You are attacking Araby!	true
factions_clan_summary_name_when_shogun_wh2_main_arb_caliphate_of_araby	Caliphate of Araby	true
factions_screen_adjective_wh2_main_arb_caliphate_of_araby	Caliphate of Araby	true
factions_screen_name_when_rebels_wh2_main_arb_caliphate_of_araby	Desert Nomads	true
factions_screen_name_wh2_main_emp_grudgebringers	Grudgebringers	true
factions_defend_desc_wh2_main_emp_grudgebringers	You are defending against Grudgebringers!	true
factions_attack_desc_wh2_main_emp_grudgebringers	You are attacking Grudgebringers!	true
factions_clan_summary_name_when_shogun_wh2_main_emp_grudgebringers	Grudgebringers	true
factions_screen_adjective_wh2_main_emp_grudgebringers	Grudgebringers	true
factions_screen_name_when_rebels_wh2_main_emp_grudgebringers	Bernhoff's Brigands	true
factions_screen_name_wh2_main_arb_aswad_scythans	Aswad Scythans	true
factions_defend_desc_wh2_main_arb_aswad_scythans	You are defending against the Scythans!	true
factions_attack_desc_wh2_main_arb_aswad_scythans	You are attacking the Scythans!	true
factions_clan_summary_name_when_shogun_wh2_main_arb_aswad_scythans	Aswad Scythans	true
factions_screen_adjective_wh2_main_arb_aswad_scythans	Aswad Scythans	true
factions_screen_name_when_rebels_wh2_main_arb_aswad_scythans	Tuareg Rebels	true
factions_screen_name_wh2_main_arb_flaming_scimitar	Flaming Scimitar	true
factions_defend_desc_wh2_main_arb_flaming_scimitar	You are defending against the Flaming Scimitar!	true
factions_attack_desc_wh2_main_arb_flaming_scimitar	You are attacking the Flaming Scimitar!	true
factions_clan_summary_name_when_shogun_wh2_main_arb_flaming_scimitar	Flaming Scimitar	true
factions_screen_adjective_wh2_main_arb_flaming_scimitar	Flaming Scimitar	true
factions_screen_name_when_rebels_wh2_main_arb_flaming_scimitar	Corsair Mutineers	true
factions_screen_name_wh2_main_nor_trollz	Ugma Tribe	true
factions_defend_desc_wh2_main_nor_trollz	You are defending against Ugma Tribe!	true
factions_attack_desc_wh2_main_nor_trollz	You are attacking Ugma Tribe!	true
factions_clan_summary_name_when_shogun_wh2_main_nor_trollz	Ugma Tribe	true
factions_screen_adjective_wh2_main_nor_trollz	Ugma Tribe	true
factions_screen_name_when_rebels_wh2_main_nor_trollz	Gorgal Back-Stabbas	true
factions_attack_desc_wh2_main_emp_the_moot	You are attacking Mootland!	true
factions_defend_desc_wh2_main_emp_the_moot	You are defending against Mootland!	true
factions_screen_adjective_wh2_main_emp_the_moot	Mootland	true
factions_screen_name_wh2_main_emp_the_moot	Mootland	true
factions_screen_name_when_rebels_wh2_main_emp_the_moot	Styreland Rebels	true
factions_attack_desc_wh2_main_wef_treeblood	You are attacking the Harbingers of Doom!	true
factions_defend_desc_wh2_main_wef_treeblood	You are defending against the Harbingers of Doom!	true
factions_screen_adjective_wh2_main_wef_treeblood	Harbingers of Doom	true
factions_screen_name_wh2_main_wef_treeblood	Harbingers of Doom	true
factions_screen_name_when_rebels_wh2_main_wef_treeblood	Swamp Scorpion Rebels	true
factions_screen_name_wh2_main_nor_albion	Truthsayers Council	true
factions_defend_desc_wh2_main_nor_albion	You are defending against the Truthsayers Council!	true
factions_attack_desc_wh2_main_nor_albion	You are attacking the Truthsayers Council!	true
factions_clan_summary_name_when_shogun_wh2_main_nor_albion	Truthsayers Council	true
factions_screen_adjective_wh2_main_nor_albion	Truthsayers Council	true
factions_screen_name_when_rebels_wh2_main_nor_albion	Dark Emissaries	true
