effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;3;db/effects_tables/elo_dread_caps					
dread_legion_dual_cap	unit_capacity.png	1	unit_capacity.png	campaign	true
dread_legion_spears_cap	unit_capacity.png	1	unit_capacity.png	campaign	true
dread_legion_2h_cap	unit_capacity.png	1	unit_capacity.png	campaign	true
dread_legion_all_mattk	melee.png	100	melee.png	battle	true
dread_legion_all_mdef	defence.png	100	defence.png	battle	true
dread_legion_all_phyres	resistance_physical.png	100	resistance_physical.png	battle	true
dread_legion_grail_knight_cap	unit_capacity.png	1	unit_capacity.png	campaign	true
dread_legion_skellie_giant_cap	unit_capacity.png	1	unit_capacity.png	campaign	true
elo_dread_inf_grave_guard_0_cap	unit_capacity.png	1	unit_capacity.png	campaign	true
elo_dread_mummy	unit_capacity.png	1	unit_capacity.png	campaign	true
