effect_bundles_to_effects_junctions_tables	2
effect_bundle_key	effect_key	effect_scope	value	advancement_stage
province_edict_albion1	wh_main_effect_province_tax_rate	province_to_province_own	2.0	start_turn_completed
province_edict_albion1b	wh_main_effect_province_tax_rate	province_to_province_own	4.0	start_turn_completed
province_edict_albion1c	wh_main_effect_province_tax_rate	province_to_province_own	6.0	start_turn_completed
province_edict_albion1d	wh_main_effect_province_tax_rate	province_to_province_own	8.0	start_turn_completed
province_edict_albion1e	wh_main_effect_province_tax_rate	province_to_province_own	10.0	start_turn_completed
province_edict_albion2	wh_main_effect_force_all_campaign_recruitment_cost_all	province_to_force_own_provincewide	-2.0	start_turn_completed
province_edict_albion3	wh2_dlc09_edict_tmb_force_own_campaign_movement_range_province	province_to_force_own_provincewide_unseen	4.0	start_turn_completed
province_edict_albion4	wh_main_effect_province_growth_province	province_to_province_own	4.0	start_turn_completed
province_edict_albion5	wh_main_effect_force_army_campaign_ambush_attack_success_chance	province_to_force_own_provincewide	4.0	start_turn_completed
province_edict_albion2b	wh_main_effect_unit_recruitment_points	province_to_province_own	1.0	start_turn_completed
province_edict_albion2b	wh_main_effect_force_all_campaign_recruitment_cost_all	province_to_force_own_provincewide	-4.0	start_turn_completed
province_edict_albion2c	wh_main_effect_unit_recruitment_points	province_to_province_own	1.0	start_turn_completed
province_edict_albion2c	wh_main_effect_force_all_campaign_recruitment_cost_all	province_to_force_own_provincewide	-6.0	start_turn_completed
province_edict_albion2d	wh_main_effect_unit_recruitment_points	province_to_province_own	2.0	start_turn_completed
province_edict_albion2d	wh_main_effect_force_all_campaign_recruitment_cost_all	province_to_force_own_provincewide	-8.0	start_turn_completed
province_edict_albion2e	wh_main_effect_unit_recruitment_points	province_to_province_own	3.0	start_turn_completed
province_edict_albion2e	wh_main_effect_force_all_campaign_recruitment_cost_all	province_to_force_own_provincewide	-10.0	start_turn_completed
province_edict_albion3b	wh_main_effect_public_order_edict	province_to_province_own	2.0	start_turn_completed
province_edict_albion3b	wh2_dlc09_edict_tmb_force_own_campaign_movement_range_province	province_to_force_own_provincewide_unseen	6.0	start_turn_completed
province_edict_albion3c	wh_main_effect_public_order_edict	province_to_province_own	3.0	start_turn_completed
province_edict_albion3c	wh2_dlc09_edict_tmb_force_own_campaign_movement_range_province	province_to_force_own_provincewide_unseen	8.0	start_turn_completed
province_edict_albion3d	wh_main_effect_public_order_edict	province_to_province_own	4.0	start_turn_completed
province_edict_albion3d	wh2_dlc09_edict_tmb_force_own_campaign_movement_range_province	province_to_force_own_provincewide_unseen	10.0	start_turn_completed
province_edict_albion3e	wh_main_effect_public_order_edict	province_to_province_own	5.0	start_turn_completed
province_edict_albion3e	wh2_dlc09_edict_tmb_force_own_campaign_movement_range_province	province_to_force_own_provincewide_unseen	12.0	start_turn_completed
province_edict_albion4b	wh_main_effect_province_growth_province	province_to_province_own	8.0	start_turn_completed
province_edict_albion4b	wh2_dlc09_edict_tmb_force_all_campaign_replenishment_rate	province_to_force_own_provincewide	6.0	start_turn_completed
province_edict_albion4c	wh_main_effect_province_growth_province	province_to_province_own	12.0	start_turn_completed
province_edict_albion4c	wh2_dlc09_edict_tmb_force_all_campaign_replenishment_rate	province_to_force_own_provincewide	8.0	start_turn_completed
province_edict_albion4d	wh_main_effect_province_growth_province	province_to_province_own	16.0	start_turn_completed
province_edict_albion4d	wh2_dlc09_edict_tmb_force_all_campaign_replenishment_rate	province_to_force_own_provincewide	10.0	start_turn_completed
province_edict_albion4e	wh_main_effect_province_growth_province	province_to_province_own	20.0	start_turn_completed
province_edict_albion4e	wh2_dlc09_edict_tmb_force_all_campaign_replenishment_rate	province_to_force_own_provincewide	12.0	start_turn_completed
province_edict_albion5b	wh_main_effect_force_army_campaign_ambush_attack_success_chance	province_to_force_own_provincewide	8.0	start_turn_completed
province_edict_albion5b	wh_main_effect_force_army_battle_infantry_morale	province_to_force_own_provincewide	2.0	start_turn_completed
province_edict_albion5c	wh_main_effect_force_army_campaign_ambush_attack_success_chance	province_to_force_own_provincewide	12.0	start_turn_completed
province_edict_albion5c	wh_main_effect_force_army_battle_infantry_morale	province_to_force_own_provincewide	4.0	start_turn_completed
province_edict_albion5d	wh_main_effect_force_army_campaign_ambush_attack_success_chance	province_to_force_own_provincewide	16.0	start_turn_completed
province_edict_albion5d	wh_main_effect_force_army_battle_infantry_morale	province_to_force_own_provincewide	6.0	start_turn_completed
province_edict_albion5e	wh_main_effect_force_army_campaign_ambush_attack_success_chance	province_to_force_own_provincewide	20.0	start_turn_completed
province_edict_albion5e	wh_main_effect_force_army_battle_infantry_morale	province_to_force_own_provincewide	8.0	start_turn_completed
