building	culture	subculture	faction	description	icon	disables	short_description	display_tooltip
#building_culture_variants_tables;4;db/building_culture_variants_tables/!!!!!!ovn_disables								
wh_main_emp_barracks_1			wh2_main_arb_caliphate_of_araby	wh_main_PLACEHOLDER	arb_inf	true	ovn_arn_barracks_1	true
wh_main_emp_barracks_2			wh2_main_arb_caliphate_of_araby	wh_main_PLACEHOLDER	arb_inf	true	ovn_arn_barracks_2	true
wh_main_emp_barracks_3			wh2_main_arb_caliphate_of_araby	wh_main_PLACEHOLDER	arb_inf	true	ovn_arn_barracks_3	true
wh_main_emp_industry_basic_1			wh2_main_arb_caliphate_of_araby	wh_main_PLACEHOLDER	nor_slaves	true	ovn_arb_slaves_1	true
wh_main_emp_industry_basic_2			wh2_main_arb_caliphate_of_araby	wh_main_PLACEHOLDER	nor_slaves	true	ovn_arb_slaves_2	true
wh_main_emp_industry_basic_3			wh2_main_arb_caliphate_of_araby	wh_main_PLACEHOLDER	nor_slaves	true	ovn_arb_slaves_3	true
wh_main_emp_stables_1			wh2_main_arb_caliphate_of_araby	wh_main_PLACEHOLDER	arb_stables	true	wh_main_brt_stables_1	true
wh_main_emp_stables_2			wh2_main_arb_caliphate_of_araby	wh_main_PLACEHOLDER	arb_stables	true	wh_main_brt_stables_3	true
wh_main_emp_stables_3			wh2_main_arb_caliphate_of_araby	wh_main_PLACEHOLDER	arb_stables	true	wh_main_emp_stables_3	true
wh_main_emp_tavern_1			wh2_main_arb_caliphate_of_araby	wh_main_PLACEHOLDER	arb_pipe	true	ovn_shisha	true
wh_main_emp_tavern_2			wh2_main_arb_caliphate_of_araby	wh_main_PLACEHOLDER	arb_pipe	true	ovn_shisha_2	true
wh_main_emp_tavern_3			wh2_main_arb_caliphate_of_araby	wh_main_PLACEHOLDER	arb_pipe	true	wh_main_brt_tavern_4	true
wh_main_teb_worship_1			wh2_main_arb_caliphate_of_araby	wh_main_PLACEHOLDER	arb_wizard	true	ovn_zawiya_1	true
wh_main_teb_worship_2			wh2_main_arb_caliphate_of_araby	wh_main_PLACEHOLDER	arb_wizard	true	ovn_zawiya_2	true
wh_main_emp_barracks_1			wh2_main_emp_the_moot	wh_main_PLACEHOLDER	empire_barracks	true	wh_main_emp_barracks_1	true
wh_main_emp_barracks_2			wh2_main_emp_the_moot	wh_main_PLACEHOLDER	empire_barracks	true	wh_main_emp_barracks_2	true
wh_main_emp_barracks_3			wh2_main_emp_the_moot	wh_main_PLACEHOLDER	empire_barracks	true	wh_main_emp_barracks_3	true
wh_main_emp_tavern_1	wh_main_emp_empire	wh_main_sc_emp_empire	wh2_main_emp_the_moot	wh_main_PLACEHOLDER	empire_tavern	true	ovn_food_1	true
wh_main_emp_tavern_2	wh_main_emp_empire	wh_main_sc_emp_empire	wh2_main_emp_the_moot	wh_main_PLACEHOLDER	empire_tavern	true	ovn_food_2	true
