unit_set_to_unit_junctions_tables	0
exclude	unit_caste	unit_category	unit_class	unit_record	unit_set
false				sr_ogre	emp_greatswords
false				sr_ogre	wh2_dlc11_emp_greatswords_demigryph_knights
false				sr_ogre	emp_infantry
false				sr_ogre	cavalry_and_monsters_knights
false				sr_ogre	wh2_dlc11_emp_vets_spearmen_swordsmen_flagellants_huntsmen_empire_knights_ror
false				sr_ogre	ovn_halfling_ogre_r7
false				halfling_inf	emp_infantry
false				halfling_inf	wh2_dlc11_emp_greatswords_demigryph_knights
false				halfling_inf	emp_melee_infantry_tier_1
false				halfling_inf	emp_state_troops
false				halfling_inf	emp_swords
false				halfling_milittia_great	infantry_units
false				halfling_inf	wh2_dlc11_emp_vets_spearmen_swordsmen_flagellants_huntsmen_empire_knights_ror
false				halfling_inf	infantry_units_melee
false				halfling_inf	infantry_units
false				halfling_inf	ovn_halfling_hlf_r7
false				halfling_warfoot	emp_infantry
false				halfling_warfoot	emp_melee_infantry_tier_1
false				halfling_warfoot	wh2_dlc11_emp_greatswords_demigryph_knights
false				halfling_warfoot	emp_state_troops
false				halfling_warfoot	emp_swords
false				halfling_warfoot	wh2_dlc11_emp_vets_spearmen_swordsmen_flagellants_huntsmen_empire_knights_ror
false				halfling_warfoot	wh2_main_ror_units_all
false				halfling_warfoot	ovn_halfling_hlf_r7
false				halfling_archer	emp_crossbow
false				halfling_archer	wh2_dlc11_emp_vets_free_company_crossbowmen_huntsmen_archers_handgunners_pistoliers_outriders
false				halfling_archer	emp_infantry
false				halfling_archer	emp_state_troops
false				halfling_archer	wh2_dlc11_emp_free_company_crossbowmen_huntsmen_archers_handgunners_pistoliers_outriders
false				halfling_archer	wh2_dlc11_emp_vets_free_company_crossbowmen_huntsmen_archers_handgunners_pistoliers_outriders_ror
false				halfling_archer	ovn_halfling_hlf_r7
false				halfling_cock	emp_crossbow
false				halfling_cock	emp_infantry
false				halfling_cock	wh2_dlc11_emp_vets_free_company_crossbowmen_huntsmen_archers_handgunners_pistoliers_outriders
false				halfling_cock	emp_state_troops
false				halfling_cock	wh2_dlc11_emp_free_company_crossbowmen_huntsmen_archers_handgunners_pistoliers_outriders
false				halfling_cock	wh2_dlc11_emp_vets_free_company_crossbowmen_huntsmen_archers_handgunners_pistoliers_outriders_ror
false				halfling_cock	wh2_main_ror_units_all
false				halfling_cock	ovn_halfling_hlf_r7
true				wh_main_mtl_veh_soupcart	all_units_excluding_terror
