key	uniform	x_offset	y_offset	character_image	prelude_battle	video	loading_screen_image	loading_screen_intro_video	override_force_location_x	override_force_location_y	voiceover	show_full_intro_option	difficulty	startpos_map
#frontend_faction_leaders_tables;19;db/frontend_faction_leaders_tables/ovn														
wh2_main_political_party_arb_aswad_scythans	composite_scene/front_end_selection/ungrim_ironfist_selection.csc	0.0	0.0	ui\Portraits\faction_leaders\araby_scythans.png		front_end_selection_movies/haz_scythan_frontend	ui/loading_ui/load_images/scythan_load.png		-1.0	-1.0	wh_main_vo_actor_default	false	normal	ovn_me_scythan
wh2_main_political_party_arb_caliphate_of_araby	composite_scene/front_end_selection/ungrim_ironfist_selection.csc	0.0	0.0	ui\Portraits\faction_leaders\araby.png		front_end_selection_movies/jaffar_frontend	ui/loading_ui/load_images/araby_load.png		-1.0	-1.0	wh_main_vo_actor_default	false	hard	ovn_me_arb
wh2_main_political_party_arb_flaming_scimitar	composite_scene/front_end_selection/ungrim_ironfist_selection.csc	0.0	0.0	ui\Portraits\faction_leaders\araby_scimitar.png		todbringer_defeated	ui/loading_ui/load_images/scimitar_load.png		-1.0	-1.0	wh_main_vo_actor_default	false	very_hard	ovn_me_scimitar
wh2_main_political_party_emp_grudgebringers	composite_scene/front_end_selection/ungrim_ironfist_selection.csc	0.0	0.0	ui\Portraits\faction_leaders\grudgebringer.png		todbringer_defeated	ui/loading_ui/load_images/grudge_load.png		-1.0	-1.0	wh_main_vo_actor_default	false	very_hard	ovn_me_grudge
wh2_main_political_party_emp_the_moot	composite_scene/front_end_selection/ungrim_ironfist_selection.csc	0.0	0.0	ui\Portraits\faction_leaders\mootland.png		todbringer_defeated	ui/loading_ui/load_images/halfling_load.png		-1.0	-1.0	wh_main_vo_actor_default	false	very_hard	ovn_me_hlf
wh2_main_political_party_hef_citadel_of_dusk	composite_scene/front_end_selection/ungrim_ironfist_selection.csc	0.0	0.0	ui\Portraits\faction_leaders\cod_as.png		todbringer_defeated	ui/loading_ui/load_images/stormrider_load.png		-1.0	-1.0	wh_main_vo_actor_default	false	very_hard	ovn_me_dusk
wh2_main_political_party_amz_amazons	composite_scene/front_end_selection/ungrim_ironfist_selection.csc	0.0	0.0	ui\Portraits\faction_leaders\amazon.png		todbringer_defeated	ui/loading_ui/load_images/amazon_load.png		-1.0	-1.0	wh_main_vo_actor_default	false	hard	ovn_me_amazons
wh2_main_political_party_nor_albion	composite_scene/front_end_selection/ungrim_ironfist_selection.csc	0.0	0.0	ui\Portraits\faction_leaders\albion.png		todbringer_defeated	ui/loading_ui/load_images/albion_load.png		-1.0	-1.0	wh_main_vo_actor_default	false	hard	ovn_me_albion
wh2_main_political_party_nor_trollz	composite_scene/front_end_selection/ungrim_ironfist_selection.csc	0.0	0.0	ui\Portraits\faction_leaders\trollz.png		todbringer_defeated	ui/loading_ui/load_images/troll_load.png		-1.0	-1.0	wh_main_vo_actor_default	false	easy	ovn_me_troll
wh2_main_political_party_vor_arb_aswad_scythans	composite_scene/front_end_selection/ungrim_ironfist_selection.csc	0.0	0.0	ui\Portraits\faction_leaders\araby_scythans.png		front_end_selection_movies/haz_scythan_frontend	ui/loading_ui/load_images/scythan_load.png		-1.0	-1.0	wh_main_vo_actor_default	false	normal	ovn_vor_scythan
wh2_main_political_party_vor_arb_caliphate_of_araby	composite_scene/front_end_selection/ungrim_ironfist_selection.csc	0.0	0.0	ui\Portraits\faction_leaders\araby.png		front_end_selection_movies/jaffar_frontend	ui/loading_ui/load_images/araby_load.png		-1.0	-1.0	wh_main_vo_actor_default	false	normal	ovn_vor_arb
wh2_main_political_party_vor_arb_flaming_scimitar	composite_scene/front_end_selection/ungrim_ironfist_selection.csc	0.0	0.0	ui\Portraits\faction_leaders\araby_scimitar.png		todbringer_defeated	ui/loading_ui/load_images/scimitar_load.png		-1.0	-1.0	wh_main_vo_actor_default	false	very_hard	ovn_vor_scimitar
wh2_main_political_party_vor_amz_amazons	composite_scene/front_end_selection/ungrim_ironfist_selection.csc	0.0	0.0	ui\Portraits\faction_leaders\amazon.png		todbringer_defeated	ui/loading_ui/load_images/amazon_load.png		-1.0	-1.0	wh_main_vo_actor_default	false	normal	ovn_vor_amazon
wh2_main_political_party_vor_nor_albion	composite_scene/front_end_selection/ungrim_ironfist_selection.csc	0.0	0.0	ui\Portraits\faction_leaders\albion.png		todbringer_defeated	ui/loading_ui/load_images/albion_load.png		-1.0	-1.0	wh_main_vo_actor_default	false	normal	ovn_vor_albion
wh2_main_political_party_vor_hef_citadel_of_dusk	composite_scene/front_end_selection/ungrim_ironfist_selection.csc	0.0	0.0	ui\Portraits\faction_leaders\cod_as.png		todbringer_defeated	ui/loading_ui/load_images/stormrider_load.png		-1.0	-1.0	wh_main_vo_actor_default	false	hard	ovn_vor_dusk
wh2_main_political_party_vor_emp_grudgebringers	composite_scene/front_end_selection/ungrim_ironfist_selection.csc	0.0	0.0	ui\Portraits\faction_leaders\grudgebringer.png		todbringer_defeated	ui/loading_ui/load_images/grudge_load.png		-1.0	-1.0	wh_main_vo_actor_default	false	very_hard	ovn_vor_grudge
wh2_main_political_party_vmp_blood_dragons	composite_scene/front_end_selection/ungrim_ironfist_selection.csc	0.0	0.0	ui\Portraits\faction_leaders\blood_dragons.png		todbringer_defeated	ui/loading_ui/load_images/blooddragons_load.png		-1.0	-1.0	wh_main_vo_actor_default	false	normal	ovn_me_blood_dragons
wh2_main_political_party_nor_rotbloods	composite_scene/front_end_selection/ungrim_ironfist_selection.csc	0.0	0.0	ui\Portraits\faction_leaders\ribspreader.png		todbringer_defeated	ui/loading_ui/load_images/rotblood_load.png		-1.0	-1.0	wh_main_vo_actor_default	false	normal	ovn_me_warp
wh2_main_political_party_nor_harbingers_of_doom	composite_scene/front_end_selection/ungrim_ironfist_selection.csc	0.0	0.0	ui\Portraits\faction_leaders\treeblood.png		front_end_selection_movies/haz_belakor_2	ui/loading_ui/load_images/belakor_load.png		-1.0	-1.0	wh_main_vo_actor_default	false	normal	ovn_me_fimir
wh2_main_political_party_nor_servants_of_fimulneid	composite_scene/front_end_selection/ungrim_ironfist_selection.csc	0.0	0.0	ui\Portraits\faction_leaders\fimir.png		front_end_selection_movies/fimir_frontend	ui/loading_ui/load_images/fimir_load.png		-1.0	-1.0	wh_main_vo_actor_default	false	normal	ovn_me_fimir
wh2_main_political_party_tmb_the_sentinels	composite_scene/front_end_selection/ungrim_ironfist_selection.csc	0.0	0.0	ui\Portraits\faction_leaders\dread_king.png		front_end_selection_movies/haz_ovn_dread_king	ui/loading_ui/load_images/dread_king_load.png		-1.0	-1.0	wh_main_vo_actor_default	false	normal	ovn_me_dk
wh2_main_political_party_vor_tmb_the_sentinels	composite_scene/front_end_selection/ungrim_ironfist_selection.csc	0.0	0.0	ui\Portraits\faction_leaders\dread_king.png		front_end_selection_movies/haz_ovn_dread_king	ui/loading_ui/load_images/dread_king_load.png		-1.0	-1.0	wh_main_vo_actor_default	false	normal	ovn_vor_dk
