group_key	unit_key	quality
#cdir_military_generator_unit_qualities_tables;1;db/cdir_military_generator_unit_qualities_tables/ovn_albion		
Default_land_monster	elo_fenbeast	18
Default_land_infantry_melee	elo_albion_warriors	3
Default_land_infantry_missile	elo_youngbloods	4
Default_land_infantry_melee	elo_woadraider	8
Default_land_infantry_melee	elo_bloodhounds	1
Default_land_monster	albion_giant	25
Default_land_infantry_missile	druid_neophytes	10
Default_land_artillery	albion_stonethrower	4
Default_land_infantry_missile	albion_huntresses	10
Default_land_infantry_spearmen	elo_albion_warriors_spears	3
Default_land_infantry_melee	elo_albion_warriors_2h	6
Default_land_cavalry_melee	albion_riders	7
Default_land_harasser	albion_riders_javelins	7
Default_land_infantry_melee	albion_hearthguard	10
Default_land_infantry_spearmen	albion_hearthguard_halberd	10
Default_land_infantry_melee	albion_hearthguard_2h	15
Default_land_infantry_melee	albion_swordmaiden	10
Default_land_chariot	albion_chariot	10
Default_land_magic	albion_truthsayer_beast	10
Default_land_magic	albion_truthsayer_beast_horse	10
Default_land_magic	albion_truthsayer_life	10
Default_land_magic	albion_truthsayer_life_horse	10
Default_land_magic	albion_truthsayer_light	10
Default_land_magic	albion_truthsayer_light_horse	10
Default_land_monster	albion_fenhulk	25
Default_land_magic	albion_warleader	10
Default_land_magic	albion_warleader_horse	10
Default_land_magic	albion_warleader_chariot	10
Default_land_magic	albion_chief	10
Default_land_magic	albion_chief_horse	10
Default_land_magic	albion_chief_chariot	10
Default_land_magic	albion_wyrd_druid	10
Default_land_magic	albion_wyrd_druid_horse	10
Default_land_infantry_spearmen	albion_shieldmaiden_ror	18
Default_land_monster	albion_bologs_giant_ror	35
Default_land_monster	elo_fly_infested_rotwood	20
Default_land_infantry_melee	albion_woadraider_sworn_ror	10
Default_land_cavalry_melee	alb_cav_noble_first_ror	18
Default_land_infantry_melee	albion_warriors_lugh	10
Default_land_infantry_missile	albion_huntresses_warden_ror	15
Default_land_harasser	albion_centaur_hunter_ror	18
Default_land_monster	albion_cachtorr_stonethrower	25
Default_land_infantry_melee	albion_highlander_ror	20
Default_land_cavalry_melee	elo_bloodhounds	1
Default_land_infantry_melee	albion_hearthguard_halberd	12
Default_land_infantry_spearmen	albion_hearthguard_2h	15
Default_land_cavalry_melee	albion_centaurs	15
Default_land_monster	albion_half_giants	15
Default_land_cavalry_melee	alb_cav_noble	12
Default_land_cavalry_melee	alb_cav_noble_spear	15
Default_land_infantry_melee	alb_viridian_champ	20
Default_land_monster	elo_albion_gryphon	10
Default_land_infantry_melee	ovn_barrow_wight	15
Default_land_cavalry_melee	albion_riders_spear	15
Default_land_command	bl_elo_dural_durak	10
Default_land_command	bl_elo_dural_durak_horse	10
Default_land_command	bl_elo_dural_durak_chariot	10
