key	interruptable	cast_time	completion_payload	cooldown_time	category	slave_cost	global_cooldown_time	start_payload	icon	failure_cooldown_time	hostile	required_resources	expanded_resources	target	delay_payload_application	on_trigger_vo_event
#rituals_tables;15;db/rituals_tables/ovn_crafting_araby_slaves																
ovn_arb_crafting_followers_1	false	0	ovn_arb_crafting_followers_1	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_skv		false	
ovn_arb_crafting_followers_2	false	0	ovn_arb_crafting_followers_2	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_skv		false	
ovn_arb_crafting_followers_3	false	0	ovn_arb_crafting_followers_3	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_skv		false	
ovn_arb_crafting_followers_4	false	0	ovn_arb_crafting_followers_4	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_skv		false	
ovn_arb_crafting_followers_5	false	0	ovn_arb_crafting_followers_5	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_skv		false	
ovn_arb_crafting_followers_6	false	0	ovn_arb_crafting_followers_6	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_skv		false	
ovn_arb_crafting_followers_7	false	0	ovn_arb_crafting_followers_7	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_skv		false	
ovn_arb_crafting_followers_8	false	0	ovn_arb_crafting_followers_8	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_skv		false	
ovn_arb_crafting_followers_9	false	0	ovn_arb_crafting_followers_9	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_skv		false	
ovn_arb_crafting_followers_10	false	0	ovn_arb_crafting_followers_10	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_skv		false	
ovn_arb_crafting_followers_11	false	0	ovn_arb_crafting_followers_11	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_skv		false	
ovn_arb_crafting_followers_12	false	0	ovn_arb_crafting_followers_12	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_skv		false	
ovn_arb_crafting_followers_13	false	0	ovn_arb_crafting_followers_13	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_skv		false	
ovn_arb_crafting_followers_14	false	0	ovn_arb_crafting_followers_14	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_skv		false	
ovn_arb_crafting_followers_15	false	0	ovn_arb_crafting_followers_15	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_skv		false	
ovn_arb_crafting_followers_16	false	0	ovn_arb_crafting_followers_16	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_skv		false	
ovn_arb_crafting_followers_17	false	0	ovn_arb_crafting_followers_17	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_skv		false	
ovn_arb_crafting_followers_18	false	0	ovn_arb_crafting_followers_18	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_lzd		false	
ovn_arb_crafting_followers_19	false	0	ovn_arb_crafting_followers_19	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_lzd		false	
ovn_arb_crafting_followers_20	false	0	ovn_arb_crafting_followers_20	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_lzd		false	
ovn_arb_crafting_followers_21	false	0	ovn_arb_crafting_followers_21	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_lzd		false	
ovn_arb_crafting_followers_22	false	0	ovn_arb_crafting_followers_22	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_lzd		false	
ovn_arb_crafting_followers_23	false	0	ovn_arb_crafting_followers_23	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_lzd		false	
ovn_arb_crafting_followers_24	false	0	ovn_arb_crafting_followers_24	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_lzd		false	
ovn_arb_crafting_followers_25	false	0	ovn_arb_crafting_followers_25	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_lzd		false	
ovn_arb_crafting_followers_26	false	0	ovn_arb_crafting_followers_26	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_lzd		false	
ovn_arb_crafting_followers_27	false	0	ovn_arb_crafting_followers_27	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_lzd		false	
ovn_arb_crafting_followers_28	false	0	ovn_arb_crafting_followers_28	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_lzd		false	
ovn_arb_crafting_followers_29	false	0	ovn_arb_crafting_followers_29	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_lzd		false	
ovn_arb_crafting_followers_30	false	0	ovn_arb_crafting_followers_30	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_lzd		false	
ovn_arb_crafting_followers_31	false	0	ovn_arb_crafting_followers_31	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_lzd		false	
ovn_arb_crafting_followers_32	false	0	ovn_arb_crafting_followers_32	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_lzd		false	
ovn_arb_crafting_followers_33	false	0	ovn_arb_crafting_followers_33	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_lzd		false	
ovn_arb_crafting_followers_34	false	0	ovn_arb_crafting_followers_34	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_lzd		false	
ovn_arb_crafting_followers_35	false	0	ovn_arb_crafting_followers_35	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_lzd		false	
ovn_arb_crafting_followers_36	false	0	ovn_arb_crafting_followers_36	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_lzd		false	
ovn_arb_crafting_followers_37	false	0	ovn_arb_crafting_followers_37	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_lzd_12		false	
ovn_arb_crafting_followers_38	false	0	ovn_arb_crafting_followers_38	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_lzd		false	
ovn_arb_crafting_followers_39	false	0	ovn_arb_crafting_followers_39	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_lzd		false	
ovn_arb_crafting_followers_40	false	0	ovn_arb_crafting_followers_40	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_lzd		false	
ovn_arb_crafting_followers_41	false	0	ovn_arb_crafting_followers_41	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_hef		false	
ovn_arb_crafting_followers_42	false	0	ovn_arb_crafting_followers_42	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_hef		false	
ovn_arb_crafting_followers_43	false	0	ovn_arb_crafting_followers_43	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_hef		false	
ovn_arb_crafting_followers_44	false	0	ovn_arb_crafting_followers_44	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_hef		false	
ovn_arb_crafting_followers_45	false	0	ovn_arb_crafting_followers_45	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_hef		false	
ovn_arb_crafting_followers_46	false	0	ovn_arb_crafting_followers_46	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_hef		false	
ovn_arb_crafting_followers_47	false	0	ovn_arb_crafting_followers_47	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_hef		false	
ovn_arb_crafting_followers_48	false	0	ovn_arb_crafting_followers_48	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_hef		false	
ovn_arb_crafting_followers_49	false	0	ovn_arb_crafting_followers_49	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_hef		false	
ovn_arb_crafting_followers_50	false	0	ovn_arb_crafting_followers_50	9001	CRAFTING_RITUAL	0	0			0	false		ovn_araby_victories_hef		false	
