land_units_to_unit_abilites_junctions_tables	0
ability	land_unit
ovn_thief	halfling_milittia_arch
ovn_thief	halfling_milittia_great
ovn_thief	halfling_warden_great
ovn_thief	hlf_roast_pig
ovn_thief	ovn_mtl_cav_swine_riders_0
ovn_thief	ovn_mtl_cav_poultry_riders_0
ovn_fight_eat	hlf_roast_pig
ovn_take_bite	hlf_roast_pig
ovn_dont_abandon	hlf_roast_pig
ovn_baby_dragon_breath	hlf_baby_dragon
ovn_thief	halfling_militia
ovn_feast	halfling_cook
ovn_feast	halfling_cook_ror
ovn_thief	halfling_thief
wh_main_unit_passive_deathblow	sr_ogre
wh_main_unit_passive_deathblow	sr_ogre_ror
wh_main_character_abilities_deadly_onslaught	ovn_hlf_ll
wh_main_character_abilities_foe_seeker	ovn_hlf_ll
wh_main_character_abilities_stand_your_ground	ovn_hlf_ll
wh_dlc05_spell_shadow_melkoths_mystifying_miasma	ovn_hlf_ll
wh_dlc05_spell_shadow_pit_of_shades	ovn_hlf_ll
wh_dlc05_spell_shadow_the_enfeebling_foe	ovn_hlf_ll
wh_dlc05_spell_shadow_the_penumbral_pendulum	ovn_hlf_ll
wh_dlc05_spell_shadow_the_withering	ovn_hlf_ll
ovn_thief	ovn_hlf_ll
ovn_thief	halfling_archer
ovn_thief	halfling_inf
ovn_thief	halfling_warfoot
ovn_thief	halfling_cock
ovn_thief	halfling_spear
ovn_thief	halfling_cook
ovn_thief	halfling_cook_ror
ovn_thief	halfling_cat
ovn_thief	halfling_cat_ror
wh_dlc06_unit_abilities_smoke_bomb	halfling_thief
wh_dlc03_unit_passive_drunken	halfling_thief
ammo_supply	elo_supply_wagon
equipment_maintanance	elo_supply_wagon
smokeleaf_smokescreen	elo_supply_wagon
ovn_thief	ovn_mtl_art_hotpot
ovn_thief	ovn_mtl_art_hotpot_ror
