Loc PackedFile	1
key	text	tooltip
cdir_events_dilemma_choice_details_localised_choice_label_ovn_dilemma_grudge_occupyFIRST	Hire Unit	true
cdir_events_dilemma_choice_details_localised_choice_label_ovn_dilemma_grudge_occupySECOND	Hire Replacements	true
cdir_events_dilemma_choice_details_localised_choice_label_ovn_dilemma_grudge_occupyTHIRD	Hire Camp Followers	true
cdir_events_dilemma_choice_details_localised_choice_label_ovn_dilemma_grudge_occupyFOURTH	Refuse	true
cdir_events_dilemma_choice_details_localised_choice_title_ovn_dilemma_grudge_occupySECOND	Hire those willing, to replace our dead and wounded.	true
cdir_events_dilemma_choice_details_localised_choice_title_ovn_dilemma_grudge_occupyFIRST	Hire this unit to join our army.	true
cdir_events_dilemma_choice_details_localised_choice_title_ovn_dilemma_grudge_occupyTHIRD	Allow those wanting, to follow the baggage trains, some may even possess invaluable skills or wares.	true
cdir_events_dilemma_choice_details_localised_choice_title_ovn_dilemma_grudge_occupyFOURTH	Refuse these men.	true
cdir_events_dilemma_choice_details_localised_choice_label_ovn_dilemma_sabaar_occupyFIRST	Keep It	true
cdir_events_dilemma_choice_details_localised_choice_label_ovn_dilemma_sabaar_occupySECOND	Destroy It	true
cdir_events_dilemma_choice_details_localised_choice_title_ovn_dilemma_sabaar_occupySECOND	We can not let such power fall into our enemies hands.	true
cdir_events_dilemma_choice_details_localised_choice_title_ovn_dilemma_sabaar_occupyFIRST	We can weild this power for ourselves and destroy our enemies.	true
cdir_events_dilemma_choice_details_localised_choice_label_ovn_dilemma_zandri_occupyFIRST	Fire	true
cdir_events_dilemma_choice_details_localised_choice_label_ovn_dilemma_zandri_occupySECOND	Ice	true
cdir_events_dilemma_choice_details_localised_choice_label_ovn_dilemma_zandri_occupyTHIRD	Beasts	true
cdir_events_dilemma_choice_details_localised_choice_label_ovn_dilemma_zandri_occupyFOURTH	Heavens	true
