building	culture	subculture	faction	description	icon	disables	short_description	display_tooltip
#building_culture_variants_tables;4;db/building_culture_variants_tables/!ovn_fimir_newf								
ovn_Portal_Recruitment_0			wh2_main_nor_harbingers_of_doom	wh_main_PLACEHOLDER	chaos_magic	false	ovn_Portal_Recruitment_0	true
ovn_Portal_Recruitment_1			wh2_main_nor_harbingers_of_doom	wh_main_PLACEHOLDER	chaos_magic	false	ovn_Portal_Recruitment_1	true
ovn_Portal_Recruitment_2			wh2_main_nor_harbingers_of_doom	wh_main_PLACEHOLDER	chaos_magic	false	ovn_Portal_Recruitment_2	true
ovn_Portal_Recruitment_3			wh2_main_nor_harbingers_of_doom	wh_main_PLACEHOLDER	chaos_magic	false	ovn_Portal_Recruitment_3	true
ovn_Portal_Recruitment_alt			wh2_main_nor_servants_of_fimulneid	wh_main_PLACEHOLDER	chaos_magic	false	ovn_Portal_Recruitment_1	true
ovn_warp_stables_1			wh2_main_nor_harbingers_of_doom	wh_main_PLACEHOLDER	nor_beastmasters	false	wh_main_horde_chaos_knights_1	true
ovn_warp_stables_2			wh2_main_nor_harbingers_of_doom	wh_main_PLACEHOLDER	nor_beastmasters	false	wh_main_horde_chaos_knights_1	true
ovn_warp_stables_3			wh2_main_nor_harbingers_of_doom	wh_main_PLACEHOLDER	nor_beastmasters	false	wh_main_horde_chaos_knights_1	true
ovn_warp_stables_4			wh2_main_nor_harbingers_of_doom	wh_main_PLACEHOLDER	nor_beastmasters	false	wh_main_horde_chaos_knights_1	true
ovn_Albion_Barrows			wh2_main_nor_harbingers_of_doom	wh_main_PLACEHOLDER	special_hag_graef_mines	false	ovn_Albion_Barrows	true
ovn_Albion_War_1			wh2_main_nor_harbingers_of_doom	wh_main_PLACEHOLDER	wh2_main_special_corrupted_spawning_pool	false	ovn_Albion_War	true
ovn_Albion_War_2			wh2_main_nor_harbingers_of_doom	wh_main_PLACEHOLDER	wh2_main_special_corrupted_spawning_pool	false	ovn_Albion_War_2	true
