armed_citizenry_units_to_unit_groups_junctions_tables	0
id	priority	unit	unit_group
92111834	5	ovn_slave	ovn_araby
92111835	2	OtF_khemri_archers	ovn_araby
92111836	3	OtF_khemri_knights	ovn_araby
92111837	3	OtF_khemri_spearmen	ovn_araby
92111838	3	OtF_khemri_swordsmen	ovn_araby
92111839	5	ovn_slave	ovn_araby
92111840	2	OtF_khemri_archers	ovn_araby
92112185	1	OtF_khemri_rangers	ovn_araby2
92112186	1	wh_main_arb_cav_magic_carpet_0	ovn_araby2
92112187	1	ovn_arb_art_grand_bombard	ovn_araby2
92112188	2	OtF_khemri_elite_guard	ovn_araby2
92112189	1	wh_main_arb_mon_war_elephant	ovn_araby2
92112213	1	ovn_prometheans	ovn_prometheans
