ancillary_to_effects_tables	0
ancillary	effect	effect_scope	value
ovn_anc_weapon_glammyding	wh_main_effect_force_unit_stat_morale_versus_greenskins	general_to_force_own	3.0
ovn_anc_weapon_glammyding	wh_main_effect_character_stat_melee_damage_versus_greenskins	character_to_character_own	12.0
ovn_anc_weapon_glammyding	wh_main_effect_force_unit_stat_melee_attack_versus_greenskins	character_to_character_own	10.0
ovn_anc_talisman_bottomless_hat_of_rabbit	wh_main_effect_character_stat_mod_battle_movement_speed	character_to_character_own	10.0
ovn_anc_talisman_bottomless_hat_of_rabbit	wh_main_effect_character_stat_mod_missile_attack_rate	character_to_character_own	25.0
ovn_anc_talisman_bottomless_hat_of_rabbit	wh_main_effect_force_all_campaign_replenishment_rate	general_to_force_own	10.0
ovn_anc_arcane_item_cathay_fireworks	wh_main_effect_character_stat_mod_miscast_chance	character_to_character_own	5.0
ovn_anc_arcane_item_cathay_fireworks	wh_main_effect_character_stat_mod_missile_damage	character_to_character_own	10.0
ovn_anc_arcane_item_cathay_fireworks	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	5.0
ovn_anc_weapon_aragands_sword	wh2_dlc10_effect_character_stat_sundering_attacks	character_to_character_own	1.0
ovn_anc_weapon_aragands_sword	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	10.0
ovn_anc_enchanted_item_pig_swill	wh_main_effect_character_stat_mod_morale	character_to_character_own	5.0
ovn_anc_enchanted_item_pig_swill	wh_main_effect_character_stat_mod_unit_health	character_to_character_own	-10.0
ovn_anc_enchanted_item_pig_swill	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	25.0
ovn_anc_talisman_friendship_bracelet_legles	wh2_dlc10_skills_diplomacy_bonus_dwarfs	character_to_faction_unseen	15.0
ovn_anc_talisman_friendship_bracelet_legles	wh_main_effect_unit_enable_attribute_expert_charge_defence	character_to_character_own	1.0
ovn_anc_enchanted_item_ring_of_concealment	wh_dlc14_effect_unit_enable_attribute_unspottable	character_to_character_own	1.0
ovn_anc_enchanted_item_ring_of_concealment	wh_main_effect_character_stat_mod_ward_save_missile	character_to_character_own	10.0
ovn_anc_enchanted_item_ring_of_concealment	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	-20.0
ovn_anc_talisman_friendship_bracelet_giblit	wh2_dlc16_diplomacy_bonus_all_elves	character_to_faction_unseen	15.0
ovn_anc_talisman_friendship_bracelet_giblit	wh_main_effect_unit_enable_attribute_strider	character_to_character_own	1.0
ovn_anc_talisman_friendship_bracelet_giblit	wh_main_effect_unit_enable_attribute_guerrilla_deployment	character_to_character_own	1.0
ovn_anc_enchanted_item_bimbos_book	wh_main_effect_force_unit_stat_morale	general_to_force_own	5.0
