hint	key
#character_skill_utilization_hints_junctions_tables;0;db/character_skill_utilization_hints_junctions_tables/elo_larenscheld	
USEFUL_ALWAYS	wyrd_spellbinder
USEFUL_ALWAYS	wyrd_mount_skill
USEFUL_ALWAYS	wyrd_channeler
USEFUL_ALWAYS	wh_main_skill_all_magic_truth_dummy_wings_valor
USEFUL_ALWAYS	wh_main_skill_all_magic_truth_dummy_wings_fate
USEFUL_ALWAYS	warrior_shaman
USEFUL_ALWAYS	warleader_wanderer
USEFUL_ALWAYS	warleader_swamp_guard
USEFUL_ALWAYS	warleader_raider
USEFUL_ALWAYS	warleader_mount_skill
USEFUL_ALWAYS	warleader_killer
USEFUL_ALWAYS	warleader_chariot_skill
USEFUL_ALWAYS	truthsayer_lore_attribute
USEFUL_ALWAYS	truthsayer_innate_priest_lugh
USEFUL_ALWAYS	truthsayer_innate_priest_danu
USEFUL_ALWAYS	truthsayer_innate_priest_carnun
USEFUL_ALWAYS	truth_spell_wings_fate_lord
USEFUL_ALWAYS	truth_spell_voice_command_lord
USEFUL_ALWAYS	truth_spell_valor_lord
USEFUL_ALWAYS	truth_spell_protection_lord
USEFUL_ALWAYS	truth_spell_gift_life_lord
USEFUL_ALWAYS	truth_spell_boon_courage_lord
USEFUL_ALWAYS	teachings_old_ones
USEFUL_ALWAYS	swamp_monsters
USEFUL_ALWAYS	shadows_fen
USEFUL_ALWAYS	sessair_troops
USEFUL_ALWAYS	sessair_tactics
USEFUL_ALWAYS	sessair_leader
USEFUL_ALWAYS	oral_tradition
USEFUL_ALWAYS	mount_horse_truthsayer_truth_skill
USEFUL_ALWAYS	mount_horse_truthsayer_light_skill
USEFUL_ALWAYS	mount_horse_truthsayer_life_skill
USEFUL_ALWAYS	mount_horse_truthsayer_beasts_skill
USEFUL_ALWAYS	morrigan_wings_bound
USEFUL_ALWAYS	morrigan_unleashed
USEFUL_ALWAYS	morrigan_raven_skill
USEFUL_ALWAYS	morrigan_omen_of_victory
USEFUL_ALWAYS	morrigan_maidens
USEFUL_ALWAYS	morrigan_magical_being
USEFUL_ALWAYS	morrigan_mage
USEFUL_ALWAYS	morrigan_legendary_staff
USEFUL_ALWAYS	morrigan_innate
USEFUL_ALWAYS	morrigan_flock_leech_dummy
USEFUL_ALWAYS	morrigan_darkened_skies
USEFUL_ALWAYS	fir_troops
USEFUL_ALWAYS	fir_leader
USEFUL_ALWAYS	finian_troops
USEFUL_ALWAYS	finian_leader
USEFUL_ALWAYS	filian_troops
USEFUL_ALWAYS	filian_leader
USEFUL_ALWAYS	endless_conflict
USEFUL_ALWAYS	elo_warrior_culture
USEFUL_ALWAYS	elo_riders_r7
USEFUL_ALWAYS	elo_ranged_specialists
USEFUL_ALWAYS	elo_protective_charms
USEFUL_ALWAYS	elo_noble_saveages
USEFUL_ALWAYS	elo_monsters_r7
USEFUL_ALWAYS	elo_monster_support
USEFUL_ALWAYS	elo_hunters_r7
USEFUL_ALWAYS	elo_guardians_land
USEFUL_ALWAYS	elo_fast_reflexes
USEFUL_ALWAYS	elo_fast_raiders
USEFUL_ALWAYS	elo_champions_r7
USEFUL_ALWAYS	elo_albion_warcry
USEFUL_ALWAYS	chief_mount_skill
USEFUL_ALWAYS	chief_leader
USEFUL_ALWAYS	chief_hunter
USEFUL_ALWAYS	chief_chariot_skill
USEFUL_ALWAYS	chief_bodyguard
USEFUL_ALWAYS	ancient_allies
