art_set_id	agent_type	culture	subculture	faction	is_custom	is_male	agent_subtype	campaign_map_scale
#campaign_character_art_sets_tables;6;db/campaign_character_art_sets_tables/sr_chaos_data__								
wh_dlc07_art_set_chs_sorcerer_lord_shadow_01	general				false	true	dlc07_chs_sorcerer_lord_shadow	1.0
wh_dlc07_art_set_chs_sorcerer_lord_shadow_02	general				false	true	dlc07_chs_sorcerer_lord_shadow	1.0
wh_dlc07_art_set_chs_sorcerer_lord_shadow_03	general				false	true	dlc07_chs_sorcerer_lord_shadow	1.0
wh_dlc07_art_set_chs_sorcerer_lord_shadow_04	general				false	true	dlc07_chs_sorcerer_lord_shadow	1.0
wh_main_art_set_chs_sorcerer_death_01_general	general				false	true	chs_chaos_sorcerer_death	1.0
wh_main_art_set_chs_sorcerer_lord_death_01	general				false	true	chs_sorcerer_lord_death	1.0
wh_main_art_set_chs_sorcerer_lord_death_02	general				false	true	chs_sorcerer_lord_death	1.0
wh_main_art_set_chs_sorcerer_lord_death_03	general				false	true	chs_sorcerer_lord_death	1.0
wh_main_art_set_chs_sorcerer_lord_death_04	general				false	true	chs_sorcerer_lord_death	1.0
wh_main_art_set_chs_sorcerer_lord_fire_01	general				false	true	chs_sorcerer_lord_fire	1.0
wh_main_art_set_chs_sorcerer_lord_fire_02	general				false	true	chs_sorcerer_lord_fire	1.0
wh_main_art_set_chs_sorcerer_lord_fire_03	general				false	true	chs_sorcerer_lord_fire	1.0
wh_main_art_set_chs_sorcerer_lord_fire_04	general				false	true	chs_sorcerer_lord_fire	1.0
wh_main_art_set_chs_sorcerer_lord_metal_01	general				false	true	chs_sorcerer_lord_metal	1.0
wh_main_art_set_chs_sorcerer_lord_metal_02	general				false	true	chs_sorcerer_lord_metal	1.0
wh_main_art_set_chs_sorcerer_lord_metal_03	general				false	true	chs_sorcerer_lord_metal	1.0
wh_main_art_set_chs_sorcerer_lord_metal_04	general				false	true	chs_sorcerer_lord_metal	1.0
wh_main_art_set_nor_marauder_chieftain_01	general				false	true	nor_marauder_chieftain	1.0
wh_main_art_set_nor_marauder_chieftain_02	general				false	true	nor_marauder_chieftain	1.0
wh_main_art_set_nor_marauder_chieftain_03	general				false	true	nor_marauder_chieftain	1.0
wh_main_art_set_nor_marauder_chieftain_04	general				false	true	nor_marauder_chieftain	1.0
