Loc PackedFile	1
key	text	tooltip
character_skills_localised_name_larenscheld_innate	Eternal Reward	true
character_skills_localised_description_larenscheld_innate	Gunther Larenscheld has awoken one of Nagash's most loyal Lieutanants, the Dread King, in exchange for eternal life. Now he has received the promised reward - even in death, his spirit will not leave the mortal world.	true
character_skills_localised_name_elo_skill_death	Supernatural Prowess	false
character_skills_localised_description_elo_skill_death	Without the limitations of a body, Larenscheld is a much more competent fighter in death than he ever could be in life. 	false
character_skills_localised_name_elo_vengeful_spirit	Vengeful Haunting	false
character_skills_localised_description_elo_vengeful_spirit	Larenscheld's ghost haunts the living, stalking the enemies soldiers.	false
character_skills_localised_name_elo_lifetaker_spirit	Lifedestroying Haunting	false
character_skills_localised_description_elo_lifetaker_spirit	Larenscheld specializes in killing the biggest enemies to extingiuish their more potent life force in the name of Nagash.	false
character_skills_localised_name_elo_necromantic_spectre	Necromantic Spectre	false
character_skills_localised_description_elo_necromantic_spectre	Nagash allows Larenscheld's spirit to channel the winds of magic, enabling him to keep casting spells even in his ghost form.	false
character_skills_localised_name_elo_wraith_liche	Wraith Liche	false
character_skills_localised_description_elo_wraith_liche	Master of the dead in life, still master of the dead in death.	false
character_skills_localised_name_elo_death_beyond	Death from Beyond	false
character_skills_localised_description_elo_death_beyond	Larenscheld opens a portal through which vengeful spirits in the form of etheral skulls appear. They are crashing down on the world of the living, causing widespread destruction.	false
character_skills_localised_name_elo_ghost_ward	Indestructible Presence	false
character_skills_localised_description_elo_ghost_ward	All the difficulties to finally achieve immortality make Larenscheld cling to his unlife with an iron will forged by desperation and hardship.	false
character_skills_localised_name_elo_change_at_will	Change at Will	false
character_skills_localised_description_elo_change_at_will	Larenscheld may shed his mortal form at any time voluntarily to access his superior ghost form.	false
character_skills_localised_name_elo_true_wraith	True Ethereal Liche	false
character_skills_localised_description_elo_true_wraith	No longer just a mere apparition, Larenscheld's will remains after death - and becomes much more powerful.	false
character_skills_localised_name_luthor_the_hunchback	Luthor the Hunchback	false
character_skills_localised_description_luthor_the_hunchback	Luthor is Larenscheld's faithful servant. He excels at ambushing, supporting his master to get rid of pesky adventurers and keeping his master safe from daggers in the dark.	false
