id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/ovn_sc_shared		
ovn_norsca_alt_occupation_decision_treasure_hunt	ovn_norsca_alt_occupation_decision_treasure_hunt	0.0
ovn_norsca_alt_occupation_decision_colonise	ovn_norsca_alt_occupation_decision_colonise	0.0
ovn_norsca_alt_occupation_decision_do_nothing	ovn_norsca_alt_occupation_decision_do_nothing	0.0
ovn_norsca_alt_occupation_decision_loot	ovn_norsca_alt_occupation_decision_loot	0.0
ovn_norsca_alt_occupation_decision_raze_without_occupy	ovn_norsca_alt_occupation_decision_raze_without_occupy	0.0
ovn_norsca_alt_occupation_decision_resettle	ovn_norsca_alt_occupation_decision_resettle	0.0
ovn_norsca_alt_occupation_decision_sack	ovn_norsca_alt_occupation_decision_sack	0.0
wh_feature_nor_warp	wh_feature_nor_warp	1.0
wh_feature_nor_fimir	wh_feature_nor_fimir	1.0
wh_feature_nor_troll	wh_feature_nor_troll	1.0
wh_feature_nor_albion	wh_feature_nor_albion	1.0
ovn_troll_alt_occupation_decision_treasure_hunt	ovn_troll_alt_occupation_decision_treasure_hunt	0.0
ovn_troll_alt_occupation_decision_colonise	ovn_troll_alt_occupation_decision_colonise	0.0
ovn_troll_alt_occupation_decision_do_nothing	ovn_troll_alt_occupation_decision_do_nothing	0.0
ovn_troll_alt_occupation_decision_loot	ovn_troll_alt_occupation_decision_loot	0.0
ovn_troll_alt_occupation_decision_raze_without_occupy	ovn_troll_alt_occupation_decision_raze_without_occupy	0.0
ovn_troll_alt_occupation_decision_resettle	ovn_troll_alt_occupation_decision_resettle	0.0
ovn_troll_alt_occupation_decision_sack	ovn_troll_alt_occupation_decision_sack	0.0
ovn_fimir_alt_occupation_decision_treasure_hunt	ovn_fimir_alt_occupation_decision_treasure_hunt	0.0
ovn_fimir_alt_occupation_decision_colonise	ovn_fimir_alt_occupation_decision_colonise	0.0
ovn_fimir_alt_occupation_decision_do_nothing	ovn_fimir_alt_occupation_decision_do_nothing	0.0
ovn_fimir_alt_occupation_decision_loot	ovn_fimir_alt_occupation_decision_loot	0.0
ovn_fimir_alt_occupation_decision_raze_without_occupy	ovn_fimir_alt_occupation_decision_raze_without_occupy	0.0
ovn_fimir_alt_occupation_decision_resettle	ovn_fimir_alt_occupation_decision_resettle	0.0
ovn_fimir_alt_occupation_decision_sack	ovn_fimir_alt_occupation_decision_sack	0.0
ovn_captive_option_enslave_troll	ovn_captive_option_enslave_troll	1.0
wh_captive_option_release_troll	wh_captive_option_release_troll	1.0
diplomacy_Subcult_Fimir_&_Negative	diplomacy_Subcult_Fimir_&_Negative	18.0
diplomacy_Subcult_Fimir_&_Positive	diplomacy_Subcult_Fimir_&_Positive	18.0
