faction	unit	name	variant	unit_card
#unit_variants_tables;5;db/unit_variants_tables/ovn_rotblood				
	ribspreader	ribspreader	ribspreader	ribspreader
	ribspreader_mammoth	ribspreader_campaign	ribspreader_campaign	a_character_placeholder
	ovn_rbt_ch_blightstormer	ovn_rbt_ch_blightstormer	ovn_rbt_blightstormer	blightstormer
	rbt_nurgle_daemon	rbt_nurgle_daemon	rbt_nurgle_daemon	rbt_nurgle_daemon
	ovn_nurgle_chs_cav_chaos_knights_0	ovn_nurgle_chs_cav_chaos_knights_0	nurgle_chs_knights	ovn_nurgle_marked_chs_knights
	ovn_nurgle_chs_cav_chaos_knights_1	ovn_nurgle_chs_cav_chaos_knights_1	nurgle_chs_chaos_knight_lance	ovn_nurgle_marked_chs_knights_lance
wh2_main_nor_rotbloods	wh_dlc01_chs_inf_chaos_warriors_2	wh_dlc01_chs_inf_chaos_warriors	nurgle_chs_warriors_great_weapons	wh_dlc01_chs_warriors_great_weapons
wh2_main_nor_rotbloods	wh_dlc01_chs_inf_chosen_2	wh_dlc01_chs_inf_chaos_chosen	nurgle_chs_warriors_chosen_halberd	wh_dlc01_chs_chosen_halberd
wh2_main_nor_rotbloods	wh_dlc01_chs_inf_forsaken_0	wh_dlc01_chs_inf_forsaken	nurgle_chs_forsaken	wh_dlc01_chs_forsaken
wh2_main_nor_rotbloods	wh_dlc06_chs_inf_aspiring_champions_0	wh_dlc06_chs_inf_aspiring_champions_0	nurgle_chs_warriors_aspiring_champions	wh_dlc06_chs_aspiring_champions
wh2_main_nor_rotbloods	wh_main_chs_cav_chaos_knights_0	wh_main_chs_cav_chaos_knights	nurgle_chs_knights	wh_main_chs_knights
wh2_main_nor_rotbloods	wh_main_chs_cav_chaos_knights_1	wh_main_chs_cav_chaos_knights	nurgle_chs_chaos_knight_lance	wh_main_chs_knights_lance
wh2_main_nor_rotbloods	wh_main_chs_inf_chaos_warriors_0	wh_main_chs_inf_chaos_warriors	nurgle_chs_warriors	wh_main_chs_warriors
wh2_main_nor_rotbloods	wh_main_chs_inf_chaos_warriors_1	wh_main_chs_inf_chaos_warriors	nurgle_chs_warriors_halberd	wh_main_chs_warriors_halberd
wh2_main_nor_rotbloods	wh_main_chs_inf_chosen_0	wh_main_chs_inf_chosen	nurgle_chs_warriors_chosen	wh_main_chs_chosen
wh2_main_nor_rotbloods	wh_main_chs_inf_chosen_1	wh_main_chs_inf_chosen	nurgle_chs_warriors_chosen_great_weapons	wh_main_chs_chosen_great_weapons
	elo_plague_toads	elo_plague_toads	elo_plague_toads	elo_plague_toads
	elo_rot_fanatics	elo_rot_fanatics	elo_rot_fanatics	elo_rot_fanatics
