group_key	unit_key	quality
#cdir_military_generator_unit_qualities_tables;1;db/cdir_military_generator_unit_qualities_tables/ovn_lost_factions_gold		
Default_land_infantry_melee	dismounted_blood_knights	10
Default_land_infantry_melee	dismounted_blood_knights_shield	10
Default_land_infantry_missile	lzd_amazon	15
Default_land_infantry_melee	jag_amazon	30
Default_land_infantry_melee	rbt_nurgle_daemon	25
Default_land_magic	aky_chief_fimir_great_weapons_0	10
Default_land_magic	aky_chief_wolf_werekin_0	10
Default_land_magic	aky_chief_wolf_werekin_1_terrorgheist	10
Default_land_magic	ovn_hlf_moot_general_0	10
Default_land_magic	ovn_hlf_moot_general_2	10
Default_land_magic	elo_liche_general_barded_steed	10
Default_land_magic	elo_liche_general_chariot	10
Default_land_magic	elo_liche_general_warsphinx	10
Default_land_magic	arb_vizier_fire_1	10
Default_land_magic	arb_vizier_fire_2	10
Default_land_magic	arb_vizier_life_1	10
Default_land_magic	arb_vizier_life_2	10
Default_land_magic	arb_vizier_heavens_1	10
Default_land_magic	arb_vizier_heavens_2	10
Default_land_magic	arb_vizier_desert_1	10
Default_land_magic	arb_vizier_desert_2	10
Default_land_magic	vmp_cha_walach	10
Default_land_magic	vmp_cha_walach_nightmare	10
Default_land_infantry_melee	elo_tzaangor_upkeep	23
Default_land_infantry_melee	bacr_chs_inf_daemonette	25
