Loc PackedFile	1
key	text	tooltip
ancillaries_onscreen_name_ovn_anc_mount_arb_magician_life_magic_carpet	Flying Carpet	true
ancillaries_colour_text_ovn_anc_mount_arb_magician_life_magic_carpet	An Air Djinn bound to a piece of furniture.	true
ancillaries_onscreen_name_ovn_anc_mount_arb_magician_life_djinn_vessel	Djinn Vessel	true
ancillaries_colour_text_ovn_anc_mount_arb_magician_life_djinn_vessel	Servants carrying a large Djinn Vessel.	true
ancillaries_onscreen_name_ovn_anc_mount_arb_magician_desert_magic_carpet	Flying Carpet	true
ancillaries_colour_text_ovn_anc_mount_arb_magician_desert_magic_carpet	An Air Djinn bound to a piece of furniture.	true
ancillaries_onscreen_name_ovn_anc_mount_arb_magician_desert_djinn_vessel	Djinn Vessel	true
ancillaries_colour_text_ovn_anc_mount_arb_magician_desert_djinn_vessel	Servants carrying a large Djinn Vessel.	true
ancillaries_onscreen_name_ovn_anc_mount_arb_magician_fire_magic_carpet	Flying Carpet	true
ancillaries_colour_text_ovn_anc_mount_arb_magician_fire_magic_carpet	An Air Djinn bound to a piece of furniture.	true
ancillaries_onscreen_name_ovn_anc_mount_arb_magician_fire_djinn_vessel	Djinn Vessel	true
ancillaries_colour_text_ovn_anc_mount_arb_magician_fire_djinn_vessel	Servants carrying a large Djinn Vessel.	true
ancillaries_onscreen_name_ovn_anc_mount_arb_magician_heavens_magic_carpet	Flying Carpet	true
ancillaries_colour_text_ovn_anc_mount_arb_magician_heavens_magic_carpet	An Air Djinn bound to a piece of furniture.	true
ancillaries_onscreen_name_ovn_anc_mount_arb_magician_heavens_djinn_vessel	Djinn Vessel	true
ancillaries_colour_text_ovn_anc_mount_arb_magician_heavens_djinn_vessel	Servants carrying a large Djinn Vessel.	true
