building_effects_junction_tables	3
building	effect	effect_scope	value	value_damaged	value_ruined
ovn_chorfs_resource_building_amber_1	wh_main_effect_economy_gdp_subsistance	building_to_building_own	500.0	250.0	0.0
ovn_chorfs_resource_building_amber_1	wh_main_effect_economy_gdp_mod_all	province_to_region_own	10.0	5.0	0.0
ovn_chorfs_resource_building_amber_1	wh_main_effect_region_resource_gem_production	building_to_building_own	30.0	15.0	0.0
ovn_chorfs_resource_building_amber_2	wh_main_effect_economy_gdp_subsistance	building_to_building_own	750.0	500.0	0.0
ovn_chorfs_resource_building_amber_2	wh_main_effect_economy_gdp_mod_all	province_to_region_own	20.0	10.0	0.0
ovn_chorfs_resource_building_amber_2	wh_main_effect_region_resource_gem_production	building_to_building_own	45.0	23.0	0.0
ovn_chorfs_resource_building_animals_1	wh_main_effect_economy_gdp_subsistance	building_to_building_own	250.0	125.0	0.0
ovn_chorfs_resource_building_animals_1	wh_main_effect_force_all_campaign_replenishment_rate	province_to_army_own	4.0	2.0	0.0
ovn_chorfs_resource_building_animals_1	wh_main_effect_region_resource_animals_production	building_to_building_own	10.0	5.0	0.0
ovn_chorfs_resource_building_animals_2	wh_main_effect_economy_gdp_subsistance	building_to_building_own	500.0	250.0	0.0
ovn_chorfs_resource_building_animals_2	wh_main_effect_force_all_campaign_replenishment_rate	province_to_army_own	6.0	3.0	0.0
ovn_chorfs_resource_building_animals_2	wh_main_effect_region_resource_animals_production	building_to_building_own	15.0	8.0	0.0
ovn_chorfs_resource_building_furs_1	wh_main_effect_economy_gdp_subsistance	building_to_building_own	300.0	150.0	0.0
ovn_chorfs_resource_building_furs_1	wh_main_effect_force_all_campaign_replenishment_rate	province_to_army_own	4.0	2.0	0.0
ovn_chorfs_resource_building_furs_1	wh_main_effect_region_resource_furs_production	building_to_building_own	20.0	10.0	0.0
ovn_chorfs_resource_building_furs_2	wh_main_effect_economy_gdp_subsistance	building_to_building_own	600.0	300.0	0.0
ovn_chorfs_resource_building_furs_2	wh_main_effect_force_all_campaign_replenishment_rate	province_to_army_own	6.0	3.0	0.0
ovn_chorfs_resource_building_furs_2	wh_main_effect_region_resource_furs_production	building_to_building_own	30.0	15.0	0.0
ovn_chorfs_resource_building_gems_1	wh_main_effect_economy_gdp_mining	building_to_building_own	500.0	250.0	0.0
