building_levels_tables	16
level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	military_prestige	naval_prestige	economic_prestige	enlightenment_prestige	faction_unique	religion_requirement	first_in_world_bundle	resource_requirement	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	food_cost	slave_cap_contribution
ovn_chorf_military_1	ovn_chorf_military	0	1	1000	0		false	0	0	0	0	false				true	ovn_chorf_military	true	0.0	0	true	1		true	0	0
ovn_chorf_military_2	ovn_chorf_military	1	2	2000	0		false	0	0	0	0	false				true	ovn_chorf_military	true	0.0	0	true	2		true	0	0
ovn_chorf_military_3	ovn_chorf_military	2	3	3000	0		false	0	0	0	0	false				true	ovn_chorf_military	true	0.0	0	true	3		true	0	0
ovn_chorf_military_4	ovn_chorf_military	3	4	4000	0		false	0	0	0	0	false				true	ovn_chorf_military	true	0.0	0	true	4		true	0	0
ovn_chorf_stables_1	ovn_chorf_stables	0	1	500	0		false	0	0	0	0	false				true	ovn_chorf_stables	true	0.0	0	true	1		true	0	0
ovn_chorf_stables_2	ovn_chorf_stables	1	2	1000	0		false	0	0	0	0	false				true	ovn_chorf_stables	true	0.0	0	true	2		true	0	0
ovn_chorf_stables_3	ovn_chorf_stables	2	3	1500	0		false	0	0	0	0	false				true	ovn_chorf_stables	true	0.0	0	true	3		true	0	0
ovn_chorf_stables_4	ovn_chorf_stables	3	4	2000	0		false	0	0	0	0	false				true	ovn_chorf_stables	false	0.0	0	true	4		true	0	0
ovn_chorf_creatures_1	ovn_chorf_creatures	0	3	5000	0		false	0	0	0	0	false				true	ovn_chorf_creatures	true	0.0	0	true	4		true	0	0
ovn_chorf_creatures_2	ovn_chorf_creatures	1	4	10000	0		false	0	0	0	0	false				true	ovn_chorf_creatures	true	0.0	0	true	5		true	0	0
ovn_chorf_loot_1	ovn_chorf_loot	0	2	1000	0		false	0	0	0	0	false				true	ovn_chorf_loot	true	0.0	0	true	1		true	0	0
ovn_chorf_loot_2	ovn_chorf_loot	1	3	1500	0		false	0	0	0	0	false				true	ovn_chorf_loot	true	0.0	0	true	2		true	0	0
ovn_chorf_loot_3	ovn_chorf_loot	2	4	2000	0		false	0	0	0	0	false				true	ovn_chorf_loot	true	0.0	0	true	3		true	0	0
ovn_chorf_experience_1	ovn_chorf_experience	0	1	1500	0		false	0	0	0	0	false				true	ovn_chorf_experience	false	0.0	0	true	1		true	0	0
ovn_chorf_experience_2	ovn_chorf_experience	1	2	3000	0		false	0	0	0	0	false				true	ovn_chorf_experience	false	0.0	0	true	2		true	0	0
ovn_chorf_experience_3	ovn_chorf_experience	2	3	4500	0		false	0	0	0	0	false				true	ovn_chorf_experience	false	0.0	0	true	3		true	0	0
ovn_chorf_slaves_1	ovn_chorf_slaves	0	2	1000	0		false	0	0	0	0	false				true	ovn_chorf_slaves	true	0.0	0	true	1		true	0	0
ovn_chorf_slaves_2	ovn_chorf_slaves	1	3	1500	0		false	0	0	0	0	false				true	ovn_chorf_slaves	true	0.0	0	true	2		true	0	0
ovn_chorf_slaves_3	ovn_chorf_slaves	2	4	2000	0		false	0	0	0	0	false				true	ovn_chorf_slaves	true	0.0	0	true	3		true	0	0
ovn_chorf_worship_1	ovn_chorf_worship	0	1	1500	0		false	0	0	0	0	false				true	ovn_chorf_worship	true	0.0	0	true	1		true	0	0
ovn_chorf_worship_2	ovn_chorf_worship	1	2	3000	0		false	0	0	0	0	false				true	ovn_chorf_worship	true	0.0	0	true	2		true	0	0
ovn_chorf_worship_3	ovn_chorf_worship	2	3	4500	0		false	0	0	0	0	false				true	ovn_chorf_worship	true	0.0	0	true	3		true	0	0
ovn_chorf_worship_4	ovn_chorf_worship	3	5	6000	0		false	0	0	0	0	false				true	ovn_chorf_worship	true	0.0	0	true	4		true	0	0
ovn_chorf_workshop_1	ovn_chorf_workshop	0	2	2500	0		false	0	0	0	0	false				true	ovn_chorf_workshop	true	0.0	0	true	2		true	0	0
ovn_chorf_workshop_2	ovn_chorf_workshop	1	3	5000	0		false	0	0	0	0	false				true	ovn_chorf_workshop	true	0.0	0	true	3		true	0	0
ovn_chorf_workshop_3	ovn_chorf_workshop	2	4	7500	0		false	0	0	0	0	false				true	ovn_chorf_workshop	true	0.0	0	true	4		true	0	0
ovn_chorf_agent_1	ovn_chorf_agent	0	3	2000	0		false	0	0	0	0	false				true	ovn_chorf_agent	false	0.0	0	true	3		true	0	0
ovn_chorf_agent_2	ovn_chorf_agent	1	5	10000	0		false	0	0	0	0	false				true	ovn_chorf_agent	false	0.0	0	true	5		true	0	0
