building_effects_junction_tables	3
building	effect	effect_scope	value	value_damaged	value_ruined
ovn_ash_ridge	wh_main_effect_religion_conversion_chaos	region_to_region_own	3.0	1.0	0.0
ovn_ash_ridge	wh_main_effect_religion_osmosis_chaos	province_to_province_own	2.0	1.0	0.0
ovn_ash_ridge	wh_main_effect_region_resource_gem_production	building_to_building_own	50.0	25.0	0.0
ovn_ash_ridge	wh_main_effect_economy_gdp_industry	building_to_building_own	500.0	250.0	0.0
ovn_darkhold	wh_main_effect_economy_gdp_industry	building_to_building_own	500.0	250.0	0.0
ovn_darkhold	wh2_main_effect_slave_decline_modifier	province_to_province_own	-75.0	-50.0	0.0
ovn_darkhold	wh2_main_effect_slave_public_order_modifier	province_to_province_own	-50.0	-25.0	0.0
ovn_vorag	wh_main_effect_economy_gdp_industry	building_to_building_own	350.0	175.0	0.0
ovn_vorag	wh_main_effect_character_stat_mod_ward_save_magic	faction_to_force_own	10.0	2.0	0.0
ovn_vorag	wh_main_effect_technology_research_points	faction_to_faction_own	10.0	5.0	0.0
ovn_vorag	wh2_dlc12_effect_magic_cooldown_all_lores	faction_to_force_own	-15.0	-10.0	0.0
ovn_vorag	wh_main_effect_military_force_winds_of_magic_depletion_mod_other	faction_to_force_own	10.0	5.0	0.0
ovn_vorag	wh_main_effect_military_force_winds_of_magic_starting_mod	force_to_force_own	10.0	5.0	0.0
ovn_greyhag	wh_main_effect_economy_gdp_industry	building_to_building_own	1250.0	625.0	0.0
ovn_greyhag	wh2_main_effect_slave_income_modifier	province_to_province_own	75.0	50.0	0.0
ovn_flayed_rock	wh_main_effect_economy_gdp_industry	building_to_building_own	500.0	250.0	0.0
ovn_flayed_rock	wh_main_effect_force_all_campaign_experience_base_all	province_to_province_own	3.0	1.0	0.0
ovn_vorag_0	wh_main_effect_economy_gdp_industry	building_to_building_own	150.0	75.0	0.0
ovn_vorag_0	wh_main_effect_technology_research_points	faction_to_faction_own	5.0	3.0	0.0
ovn_greyhag	wh2_main_effect_force_own_campaign_movement_range	region_to_force_own_unseen	18.0	9.0	0.0
ovn_greyhag	wh2_main_effect_slave_decline_modifier	province_to_province_own	20.0	16.0	0.0
wh_main_nor_outpost_stables_4	deco_effect_agent_enable_recruitment_chs_spy	province_to_province_own	1.0	1.0	0.0
wh_main_nor_outpost_stables_4	deco_effect_agent_cap_increase_chs_spy	faction_to_faction_own_unseen	2.0	1.0	0.0
wh_main_nor_outpost_stables_3	deco_effect_agent_enable_recruitment_chs_spy	province_to_province_own	1.0	1.0	0.0
wh_main_nor_outpost_stables_3	deco_effect_agent_cap_increase_chs_spy	faction_to_faction_own_unseen	1.0	1.0	0.0
