id	building_level	unit_group
#building_level_armed_citizenry_junctions_tables;1;db/building_level_armed_citizenry_junctions_tables/ovn_chorf		
534199097	ovn_darkhold	infernal_guard
534199098	ovn_darkhold	chaos_dwarf_warriors_rifles
534199099	ovn_flayed_rock	chaos_dwarf_warriors
534199100	ovn_flayed_rock	infernal_guard
534199101	ovn_flayed_rock	chaos_dwarf_warriors_rifles
534199102	ovn_flayed_rock	magma_cannon
534199103	ovn_nor_outpost_major_human_4	chaos_dwarf_warriors
534199104	ovn_nor_outpost_major_human_4	chaos_dwarf_warriors
534199105	ovn_nor_outpost_major_human_4	chaos_dwarf_warriors_rifles
534199106	ovn_nor_outpost_major_human_4	chaos_dwarf_warriors_rifles
534199107	ovn_nor_outpost_major_human_4	chaos_dwarf_warriors_rifles
534199108	ovn_nor_outpost_major_human_4	goblin_slaves
534199109	ovn_nor_outpost_major_human_4	goblin_slaves
534199110	ovn_nor_outpost_major_human_4	orc_slaves
534199111	ovn_nor_outpost_major_human_4	infernal_guard
534199112	ovn_nor_outpost_major_human_4	infernal_guard
534199113	ovn_nor_outpost_major_human_4	magma_cannon
534199114	ovn_nor_outpost_major_human_4	magma_cannon
534199115	wh_main_nor_garrison_1	chaos_dwarf_warriors
534199116	wh_main_nor_garrison_1	chaos_dwarf_warriors_rifles
534199117	wh_main_nor_garrison_1	goblin_slaves
534199118	wh_main_nor_garrison_1	goblin_slaves
534199119	wh_main_nor_garrison_2	chaos_dwarf_warriors
534199120	wh_main_nor_garrison_2	infernal_guard
534199121	wh_main_nor_garrison_2	chaos_dwarf_warriors_rifles
534199122	wh_main_nor_garrison_2	goblin_slaves
534199123	wh_main_nor_garrison_2	goblin_slaves
534199124	wh_main_nor_garrison_3	chaos_dwarf_warriors
534199125	wh_main_nor_garrison_3	chaos_dwarf_warriors
534199126	wh_main_nor_garrison_3	chaos_dwarf_warriors_rifles
534199127	wh_main_nor_garrison_3	chaos_dwarf_warriors_rifles
534199128	wh_main_nor_garrison_3	goblin_slaves
534199129	wh_main_nor_garrison_3	infernal_guard
534199130	wh_main_nor_garrison_3	magma_cannon
534199131	wh_main_nor_outpost_garrison_1	chaos_dwarf_warriors
534199132	wh_main_nor_outpost_garrison_1	chaos_dwarf_warriors_rifles
534199133	wh_main_nor_outpost_garrison_1	goblin_slaves
534199134	wh_main_nor_outpost_garrison_1	goblin_slaves
534199135	wh_main_nor_outpost_garrison_2	chaos_dwarf_warriors
534199136	wh_main_nor_outpost_garrison_2	chaos_dwarf_warriors_rifles
534199137	wh_main_nor_outpost_garrison_2	chaos_dwarf_warriors_rifles
534199138	wh_main_nor_outpost_garrison_2	goblin_slaves
534199139	wh_main_nor_outpost_garrison_2	goblin_slaves
534199140	wh_main_nor_outpost_garrison_3	infernal_guard
534199141	wh_main_nor_outpost_garrison_3	chaos_dwarf_warriors_rifles
534199142	wh_main_nor_outpost_garrison_3	chaos_dwarf_warriors_rifles
534199143	wh_main_nor_outpost_garrison_3	chaos_dwarf_warriors_rifles
534199144	wh_main_nor_outpost_garrison_3	goblin_slaves
534199145	wh_main_nor_outpost_garrison_3	infernal_guard
534199146	wh_main_nor_outpost_garrison_3	magma_cannon
534199147	wh_main_nor_outpost_garrison_4	chaos_dwarf_warriors
534199148	wh_main_nor_outpost_garrison_4	chaos_dwarf_warriors
534199149	wh_main_nor_outpost_garrison_4	chaos_dwarf_warriors_rifles
534199150	wh_main_nor_outpost_garrison_4	chaos_dwarf_warriors_rifles
534199151	wh_main_nor_outpost_garrison_4	infernal_guard
534199152	wh_main_nor_outpost_garrison_4	infernal_guard
534199153	wh_main_nor_outpost_garrison_4	magma_cannon
534199154	wh_main_nor_outpost_major_human_1	chaos_dwarf_warriors
534199155	wh_main_nor_outpost_major_human_1	chaos_dwarf_warriors
534199156	wh_main_nor_outpost_major_human_1	chaos_dwarf_warriors_rifles
534199157	wh_main_nor_outpost_major_human_1	goblin_slaves
534199158	wh_main_nor_outpost_major_human_1	goblin_slaves
534199159	wh_main_nor_outpost_major_human_1	goblin_slaves
534199160	wh_main_nor_outpost_major_human_1	orc_slaves
534199161	wh_main_nor_outpost_major_human_1_coast	chaos_dwarf_warriors
534199162	wh_main_nor_outpost_major_human_1_coast	chaos_dwarf_warriors
534199163	wh_main_nor_outpost_major_human_1_coast	chaos_dwarf_warriors_rifles
534199164	wh_main_nor_outpost_major_human_1_coast	goblin_slaves
534199165	wh_main_nor_outpost_major_human_1_coast	goblin_slaves
534199166	wh_main_nor_outpost_major_human_1_coast	goblin_slaves
534199167	wh_main_nor_outpost_major_human_1_coast	orc_slaves
534199168	wh_main_nor_outpost_major_human_2	chaos_dwarf_warriors
534199169	wh_main_nor_outpost_major_human_2	chaos_dwarf_warriors
534199170	wh_main_nor_outpost_major_human_2	chaos_dwarf_warriors_rifles
534199171	wh_main_nor_outpost_major_human_2	chaos_dwarf_warriors_rifles
534199172	wh_main_nor_outpost_major_human_2	goblin_slaves
534199173	wh_main_nor_outpost_major_human_2	goblin_slaves
534199174	wh_main_nor_outpost_major_human_2	orc_slaves
534199175	wh_main_nor_outpost_major_human_2	infernal_guard
534199176	wh_main_nor_outpost_major_human_2_coast	chaos_dwarf_warriors
534199177	wh_main_nor_outpost_major_human_2_coast	chaos_dwarf_warriors
534199178	wh_main_nor_outpost_major_human_2_coast	chaos_dwarf_warriors
