Loc PackedFile	1
key	text	tooltip
building_short_description_texts_short_description_ovn_chorfs_resource_building_amber	Amber is extracted here, and traded with the Chaos Dwarves for valuable weapons and armour.	true
building_short_description_texts_short_description_ovn_chorfs_resource_building_animals	Animals are slaughtered here, and used to feed the Hordes.	true
building_short_description_texts_short_description_ovn_chorfs_resource_building_furs	The tannery works day and night, preparing clothing for loyal servants of Chaos.	true
building_short_description_texts_short_description_ovn_chorfs_resource_building_gems	Valuable Gems mined here, and traded with the Chaos Dwarves for valuable weapons and armour.	true
building_short_description_texts_short_description_ovn_chorfs_resource_building_gold	Gold is mined here, and traded with the Chaos Dwarves for valuable weapons and armour.	true
building_short_description_texts_short_description_ovn_chorfs_resource_building_iron	The smithy works day and night, enhancing the quality of our weapons and armour.	true
building_short_description_texts_short_description_ovn_chorfs_resource_building_medicine	The Medic brings fallen warriors back into the fray, sometimes with an additional arm or two.	true
building_short_description_texts_short_description_ovn_chorfs_resource_building_obsidian	Obsidian is extracted here, and traded with the Chaos Dwarves for valuable weapons and armour.	true
building_short_description_texts_short_description_ovn_chorfs_resource_building_pottery	Even the Hordes of Chaos need containers to keep their items in.	true
building_short_description_texts_short_description_ovn_chorfs_resource_building_salt	Salt is mined here, and used to preserve food for the Hordes	true
building_short_description_texts_short_description_ovn_chorfs_resource_building_timber	Timber is used for building and helps assert the control of the Hordes over their territories.	true
