building	culture	subculture	faction	description	icon	disables	short_description	display_tooltip
#building_culture_variants_tables;4;db/building_culture_variants_tables/!!!!ovn_nor_outpost_expansion								
ovn_nor_outpost_major_human_5			wh_dlc08_nor_naglfarlings	wh_main_PLACEHOLDER	dark_elves_city	true	wh_dlc08_special_settlement_norsca	true
ovn_nor_outpost_major_human_5			wh_dlc08_nor_goromadny_tribe	wh_main_PLACEHOLDER	dark_elves_city	true	wh_dlc08_special_settlement_norsca	true
ovn_chorfs_resource_building_amber_1			wh2_main_ovn_chaos_dwarfs	wh_main_PLACEHOLDER	nor_slaves2	false	ovn_chorfs_resource_building_amber	true
ovn_chorfs_resource_building_amber_2			wh2_main_ovn_chaos_dwarfs	wh_main_PLACEHOLDER	nor_slaves3	false	ovn_chorfs_resource_building_amber	true
ovn_chorfs_resource_building_animals_1			wh2_main_ovn_chaos_dwarfs	wh_main_PLACEHOLDER	dark_elves_resource_animals	false	ovn_chorfs_resource_building_animals	true
ovn_chorfs_resource_building_animals_2			wh2_main_ovn_chaos_dwarfs	wh_main_PLACEHOLDER	dark_elves_resource_animals	false	ovn_chorfs_resource_building_animals	true
ovn_chorfs_resource_building_furs_1			wh2_main_ovn_chaos_dwarfs	wh_main_PLACEHOLDER	dark_elves_resource_furs	false	ovn_chorfs_resource_building_furs	true
ovn_chorfs_resource_building_furs_2			wh2_main_ovn_chaos_dwarfs	wh_main_PLACEHOLDER	dark_elves_resource_furs	false	ovn_chorfs_resource_building_furs	true
ovn_chorfs_resource_building_gems_1			wh2_main_ovn_chaos_dwarfs	wh_main_PLACEHOLDER	dark_elves_resource_gems	false	ovn_chorfs_resource_building_gems	true
ovn_chorfs_resource_building_gems_2			wh2_main_ovn_chaos_dwarfs	wh_main_PLACEHOLDER	dark_elves_resource_gems	false	ovn_chorfs_resource_building_gems	true
ovn_chorfs_resource_building_gold_1			wh2_main_ovn_chaos_dwarfs	wh_main_PLACEHOLDER	dark_elves_resource_gold	false	ovn_chorfs_resource_building_gold	true
