key	image_path	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting	influence_cost
#character_skills_tables;5;db/character_skills_tables/pj_warrhak_skullcrusher									
wh_main_skill_chs_warrhak_taurus	mount_manticore.png			17	false	false	false	0.0	0
warrhak_skullcrusher_special_0	character_disaster.png			4	false	false	false	0.0	0
warrhak_skullcrusher_special_1	character_experience.png			0	false	false	false	0.0	0
warrhak_skullcrusher_special_2	character_wound_time.png			0	false	false	false	0.0	0
warrhak_skullcrusher_special_3	wh_main_lore_passive_sneaky_stealin.png			0	false	false	false	0.0	0
warrhak_skullcrusher_special_2_1	wh2_dlc13_skill_executioner.png			14	false	false	false	0.0	0
warrhak_skullcrusher_special_2_2	campaign_slaves.png			0	false	false	false	0.0	0
warrhak_skullcrusher_special_2_3	character_armour.png			0	false	false	false	0.0	0
warrhak_skullcrusher_special_2_4	character_diplomacy.png			0	false	false	false	0.0	0
warrhak_skullcrusher_special_2_5	campaign_siege_defence.png			0	false	false	false	0.0	0
warrhak_skullcrusher_trait	trait_chaos.png			0	true	false	false	5.0	0
warrhak_skullcrusher_ammo	character_ammo.png	aacdrangedskill3	aacdrangedskill3	0	false	false	false	0.0	0
