key	building	unit	xp	conditions	faction	enabled
#building_units_allowed_tables;4;db/building_units_allowed_tables/!!!!!new_main_chain_and_ports_CD						
427770708	ovn_nor_outpost_major_human_1	goblin_slaves	0	0		false
879899675	ovn_nor_outpost_major_human_1_coast	goblin_slaves	0	0		false
558095289	ovn_nor_outpost_major_human_2_coast	goblin_slaves	0	0		false
551883973	ovn_nor_outpost_major_human_2	goblin_slaves	0	0		false
917990003	ovn_nor_outpost_major_human_3_coast	goblin_slaves	0	0		false
717649528	ovn_nor_outpost_major_human_3	goblin_slaves	0	0		false
560249514	ovn_nor_outpost_major_human_2_coast	orc_slaves	0	0		false
713862068	ovn_nor_outpost_major_human_2	orc_slaves	0	0		false
144446852	ovn_nor_outpost_major_human_3_coast	orc_slaves	0	0		false
303460271	ovn_nor_outpost_major_human_3	orc_slaves	0	0		false
672377990	ovn_nor_outpost_major_human_3_coast	slave_ogre	0	0		false
136691346	ovn_nor_outpost_major_human_3	slave_ogre	0	0		false
443094157	ovn_nor_outpost_minor_human_1	goblin_slaves	0	0		false
484117149	ovn_nor_outpost_minor_human_1_coast	goblin_slaves	0	0		false
462244443	ovn_nor_outpost_minor_human_2_coast	goblin_slaves	0	0		false
758178849	ovn_nor_outpost_minor_human_2	goblin_slaves	0	0		false
409277208	ovn_nor_outpost_minor_human_3_coast	goblin_slaves	0	0		false
631280206	ovn_nor_outpost_minor_human_3	goblin_slaves	0	0		false
953551444	ovn_nor_outpost_minor_human_2_coast	orc_slaves	0	0		false
885588706	ovn_nor_outpost_minor_human_2	orc_slaves	0	0		false
917744383	ovn_nor_outpost_minor_human_3_coast	orc_slaves	0	0		false
549187773	ovn_nor_outpost_minor_human_3	orc_slaves	0	0		false
835427212	ovn_nor_outpost_minor_human_3_coast	slave_ogre	0	0		false
106464664	ovn_nor_outpost_minor_human_3	slave_ogre	0	0		false
611845945	ovn_nor_outpost_major_human_4_new	goblin_slaves	0	0		false
770664486	ovn_nor_outpost_major_human_4_new	orc_slaves	0	0		false
836177722	ovn_nor_outpost_major_human_4_new	slave_ogre	0	0		false
343364212	ovn_nor_outpost_major_human_4_new_coast	goblin_slaves	0	0		false
476837833	ovn_nor_outpost_major_human_4_new_coast	orc_slaves	0	0		false
159637976	ovn_nor_outpost_major_human_4_new_coast	slave_ogre	0	0		false
382609285	ovn_nor_outpost_major_human_5_new	goblin_slaves	0	0		false
210276510	ovn_nor_outpost_major_human_5_new	orc_slaves	0	0		false
322677885	ovn_nor_outpost_major_human_5_new	slave_ogre	0	0		false
902075988	ovn_nor_outpost_major_human_5_new_coast	goblin_slaves	0	0		false
587056801	ovn_nor_outpost_major_human_5_new_coast	orc_slaves	0	0		false
164709351	ovn_nor_outpost_major_human_5_new_coast	slave_ogre	0	0		false
