building_chain	id
#building_chain_availability_sets_tables;0;db/building_chain_availability_sets_tables/!!!!ovn_nor_outpost_expansion	
ovn_chorfs_resource_building_amber	wh_main_bas_nor
ovn_chorfs_resource_building_animals	wh_main_bas_nor
ovn_chorfs_resource_building_furs	wh_main_bas_nor
ovn_chorfs_resource_building_gems	wh_main_bas_nor
ovn_chorfs_resource_building_gold	wh_main_bas_nor
ovn_chorfs_resource_building_iron	wh_main_bas_nor
ovn_chorfs_resource_building_medicine	wh_main_bas_nor
ovn_chorfs_resource_building_obsidian	wh_main_bas_nor
ovn_chorfs_resource_building_pottery	wh_main_bas_nor
ovn_chorfs_resource_building_salt	wh_main_bas_nor
ovn_chorfs_resource_building_timber	wh_main_bas_nor
ovn_cd_boss	wh_main_bas_nor
wh_main_special_brightstone_mine	wh_main_bas_nor
ovn_cd_Walls	wh_main_bas_nor
ovn_cd_heroes	wh_main_bas_nor
