building_effects_junction_tables	3
building	effect	effect_scope	value	value_damaged	value_ruined
ovn_chorf_slaves_1	wh_main_effect_economy_gdp_industry	building_to_building_own	200.0	100.0	0.0
ovn_chorf_slaves_1	wh2_main_effect_slave_decline_modifier	province_to_province_own	5.0	4.0	0.0
ovn_chorf_slaves_1	wh_main_effect_public_order_base	province_to_province_own	-2.0	-4.0	0.0
ovn_chorf_slaves_2	wh_main_effect_economy_gdp_industry	building_to_building_own	300.0	150.0	0.0
ovn_chorf_slaves_2	wh2_main_effect_slave_decline_modifier	province_to_province_own	10.0	8.0	0.0
ovn_chorf_slaves_2	wh_main_effect_public_order_base	province_to_province_own	-4.0	-7.0	0.0
ovn_chorf_slaves_3	wh_main_effect_economy_gdp_industry	building_to_building_own	400.0	200.0	0.0
ovn_chorf_slaves_3	wh2_main_effect_slave_decline_modifier	province_to_province_own	15.0	12.0	0.0
ovn_chorf_slaves_3	wh_main_effect_public_order_base	province_to_province_own	-6.0	-10.0	0.0
ovn_chorf_worship_1	wh_main_effect_public_order_base	province_to_province_own_unseen	2.0	1.0	0.0
ovn_chorf_worship_1	wh_main_effect_public_order_neighbouring_wars	province_to_province_own_unseen	1.0	1.0	0.0
ovn_chorf_worship_1	wh_main_effect_religion_conversion_chaos	region_to_region_own	2.0	1.0	0.0
ovn_chorf_worship_2	wh_main_effect_public_order_base	province_to_province_own_unseen	3.0	2.0	0.0
ovn_chorf_worship_2	wh_main_effect_public_order_neighbouring_wars	province_to_province_own_unseen	2.0	1.0	0.0
ovn_chorf_worship_2	wh_main_effect_religion_conversion_chaos	region_to_region_own	3.0	2.0	0.0
ovn_chorf_worship_3	wh_main_effect_public_order_base	province_to_province_own_unseen	4.0	2.0	0.0
ovn_chorf_worship_3	wh_main_effect_public_order_neighbouring_wars	province_to_province_own_unseen	2.0	1.0	0.0
ovn_chorf_worship_3	wh_main_effect_religion_conversion_chaos	region_to_region_own	4.0	2.0	0.0
ovn_chorf_worship_4	wh_main_effect_public_order_base	province_to_province_own_unseen	5.0	3.0	0.0
ovn_chorf_worship_4	wh_main_effect_public_order_neighbouring_wars	province_to_province_own_unseen	3.0	2.0	0.0
ovn_chorf_worship_4	wh_main_effect_religion_conversion_chaos	region_to_region_own	5.0	3.0	0.0
ovn_chorf_worship_4	wh_main_faction_xp_increase_generals	province_to_province_own_factionwide	1.0	1.0	0.0
ovn_chorf_worship_4	wh_main_faction_xp_increase_generals_hidden	faction_to_force_own	1.0	1.0	0.0
ovn_chorf_loot_1	wh_main_effect_force_all_campaign_sacking_income	building_to_character_in_adjacent_regions	10.0	5.0	0.0
ovn_chorf_loot_1	wh_main_effect_religion_conversion_chaos	region_to_region_own	1.0	1.0	0.0
ovn_chorf_loot_2	wh_main_effect_force_all_campaign_sacking_income	building_to_character_in_adjacent_regions	20.0	10.0	0.0
ovn_chorf_loot_2	wh_main_effect_religion_conversion_chaos	region_to_region_own	3.0	2.0	0.0
ovn_chorf_loot_3	wh_main_effect_force_all_campaign_sacking_income	building_to_character_in_adjacent_regions	30.0	15.0	0.0
ovn_chorf_loot_3	wh_main_effect_religion_conversion_chaos	region_to_region_own	5.0	3.0	0.0
ovn_chorf_experience_1	wh_main_effect_force_all_campaign_experience_base_all	province_to_province_own_unseen	1.0	1.0	0.0
