building	effect	effect_scope	value	value_damaged	value_ruined
#building_effects_junction_tables;3;db/building_effects_junction_tables/!!!ovn_fix_and_more					
ovn_emp_fort_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0	2.0	2.0
ovn_emp_fort_1	wh_main_effect_province_growth_building	region_to_province_own	40.0	20.0	0.0
ovn_emp_fort_1	wh_main_effect_religion_conversion_chaos	region_to_region_own	2.0	1.0	0.0
ovn_emp_fort_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0	2.0	2.0
ovn_emp_fort_2	wh_main_effect_province_growth_building	region_to_province_own	50.0	25.0	0.0
ovn_emp_fort_2	wh_main_effect_religion_conversion_chaos	region_to_region_own	4.0	2.0	0.0
ovn_emp_fort_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0	2.0	2.0
ovn_emp_fort_3	wh_main_effect_province_growth_building	region_to_province_own	60.0	30.0	0.0
ovn_emp_fort_3	wh_main_effect_religion_conversion_chaos	region_to_region_own	6.0	3.0	0.0
ovn_emp_fort_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0	2.0	2.0
ovn_emp_fort_4	wh_main_effect_province_growth_building	region_to_province_own	70.0	35.0	0.0
ovn_emp_fort_4	wh_main_effect_religion_conversion_chaos	region_to_region_own	8.0	4.0	0.0
ovn_emp_fort_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0	2.0	2.0
ovn_emp_fort_5	wh_main_effect_province_growth_building	region_to_province_own	80.0	40.0	0.0
ovn_emp_fort_5	wh_main_effect_religion_conversion_chaos	region_to_region_own	10.0	5.0	0.0
ovn_elf_gate_eagle_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0	2.0	2.0
ovn_elf_gate_eagle_1	wh_main_effect_province_growth_building	region_to_province_own	40.0	20.0	0.0
ovn_elf_gate_eagle_1	wh_main_effect_religion_conversion_chaos	region_to_region_own	2.0	1.0	0.0
ovn_elf_gate_eagle_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0	2.0	2.0
ovn_elf_gate_eagle_2	wh_main_effect_province_growth_building	region_to_province_own	50.0	25.0	0.0
ovn_elf_gate_eagle_2	wh_main_effect_religion_conversion_chaos	region_to_region_own	4.0	2.0	0.0
ovn_elf_gate_eagle_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0	2.0	2.0
ovn_elf_gate_eagle_3	wh_main_effect_province_growth_building	region_to_province_own	60.0	30.0	0.0
ovn_elf_gate_eagle_3	wh_main_effect_religion_conversion_chaos	region_to_region_own	6.0	3.0	0.0
ovn_elf_gate_eagle_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0	2.0	2.0
ovn_elf_gate_eagle_4	wh_main_effect_province_growth_building	region_to_province_own	70.0	35.0	0.0
ovn_elf_gate_eagle_4	wh_main_effect_religion_conversion_chaos	region_to_region_own	8.0	4.0	0.0
ovn_elf_gate_eagle_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	region_to_region_own	2.0	2.0	2.0
