building_units_allowed_tables	4
building	unit	xp	key	conditions	faction	enabled
ovn_wh_main_special_settlement_karaz_a_karak_4_norsca	infernal_guard	0	453419636	0		false
ovn_wh_main_special_settlement_karaz_a_karak_4_norsca	infernal_guard_great_weapons	0	453419637	0		false
ovn_wh_main_special_settlement_karaz_a_karak_4_norsca	infernal_guard_deathmask_naphta	0	453419638	0		false
ovn_wh_main_special_settlement_eight_peaks_4_norsca	infernal_guard	0	453419639	0		false
ovn_wh_main_special_settlement_eight_peaks_4_norsca	infernal_guard_great_weapons	0	453419640	0		false
ovn_wh_main_special_settlement_eight_peaks_4_norsca	infernal_guard_deathmask_naphta	0	453419641	0		false
ovn_wh_main_special_settlement_black_crag_4_norsca	infernal_guard	0	453419642	0		false
ovn_wh_main_special_settlement_black_crag_4_norsca	infernal_guard_great_weapons	0	453419643	0		false
ovn_wh_main_special_settlement_black_crag_4_norsca	infernal_guard_deathmask_naphta	0	453419644	0		false
wh2_dlc09_special_settlement_pyramid_of_nagash_norsca_4	infernal_guard	0	453419645	0		false
wh2_dlc09_special_settlement_pyramid_of_nagash_norsca_4	infernal_guard_great_weapons	0	453419646	0		false
wh2_dlc09_special_settlement_pyramid_of_nagash_norsca_4	infernal_guard_deathmask_naphta	0	453419647	0		false
wh2_main_special_settlement_athel_loren_norsca_4	infernal_guard	0	453419648	0		false
wh2_main_special_settlement_athel_loren_norsca_4	infernal_guard_great_weapons	0	453419649	0		false
wh2_main_special_settlement_athel_loren_norsca_4	infernal_guard_deathmask_naphta	0	453419650	0		false
wh_main_nor_settlement_major_4_coast	infernal_guard	0	453419651	0		false
wh_main_nor_settlement_major_4_coast	infernal_guard_great_weapons	0	453419652	0		false
wh_main_nor_settlement_major_4_coast	infernal_guard_deathmask_naphta	0	453419653	0		false
wh_main_nor_settlement_major_4	infernal_guard	0	453419654	0		false
wh_main_nor_settlement_major_4	infernal_guard_great_weapons	0	453419655	0		false
wh_main_nor_settlement_major_4	infernal_guard_deathmask_naphta	0	453419656	0		false
wh_main_special_settlement_karaz_a_karak_4_norsca	infernal_guard	0	453419657	0		false
wh_main_special_settlement_karaz_a_karak_4_norsca	infernal_guard_great_weapons	0	453419658	0		false
wh_main_special_settlement_karaz_a_karak_4_norsca	infernal_guard_deathmask_naphta	0	453419659	0		false
wh_main_special_settlement_eight_peaks_4_norsca	infernal_guard	0	453419660	0		false
wh_main_special_settlement_eight_peaks_4_norsca	infernal_guard_great_weapons	0	453419661	0		false
wh_main_special_settlement_eight_peaks_4_norsca	infernal_guard_deathmask_naphta	0	453419662	0		false
wh_main_special_settlement_black_crag_4_norsca	infernal_guard	0	453419663	0		false
wh_main_special_settlement_black_crag_4_norsca	infernal_guard_great_weapons	0	453419664	0		false
wh_main_special_settlement_black_crag_4_norsca	infernal_guard_deathmask_naphta	0	453419665	0		false
ovn_wh2_dlc15_special_settlement_massif_orcal_norsca_4	infernal_guard	0	453419666	0		false
ovn_wh2_dlc15_special_settlement_massif_orcal_norsca_4	infernal_guard_great_weapons	0	453419667	0		false
ovn_wh2_dlc15_special_settlement_massif_orcal_norsca_4	infernal_guard_deathmask_naphta	0	453419668	0		false
ovn_wh2_dlc15_special_settlement_tor_yvresse_norsca_4	infernal_guard	0	453419669	0		false
