id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/pj_chorf_post_battle		
pj_captive_option_chorfs_enslave_dwarfs	pj_captive_option_chorfs_enslave	2.0
pj_captive_option_chorfs_enslave_greenskins	pj_captive_option_chorfs_enslave	2.0
pj_captive_option_chorfs_enslave_dark_elves	pj_captive_option_chorfs_enslave	2.0
pj_captive_option_chorfs_enslave_skaven	pj_captive_option_chorfs_enslave	2.0
pj_captive_option_chorfs_enslave_chaos	pj_captive_option_chorfs_enslave	2.0
pj_captive_option_chorfs_enslave_wood_elves	pj_captive_option_chorfs_enslave	2.0
pj_captive_option_chorfs_enslave_empire	pj_captive_option_chorfs_enslave	2.0
pj_captive_option_chorfs_enslave_high_elves	pj_captive_option_chorfs_enslave	2.0
pj_captive_option_chorfs_enslave_bretonnia	pj_captive_option_chorfs_enslave	2.0
pj_captive_option_chorfs_enslave_rogue	pj_captive_option_chorfs_enslave	2.0
