ability	land_unit
#land_units_to_unit_abilites_junctions_tables;0;db/land_units_to_unit_abilites_junctions_tables/pj_warrhak_skullcrusher	
wh_main_unit_passive_relentless	warrhak_skullcrusher
wh_main_character_abilities_stand_or_die	warrhak_skullcrusher
wh_main_character_abilities_foe_seeker	warrhak_skullcrusher
wh_main_character_abilities_deadly_onslaught	warrhak_skullcrusher
wh_main_hero_abilities_ballistics_calibration	warrhak_skullcrusher
cd_tanit_unit_abilities_great_taurus_breath	warrhak_skullcrusher_taurus
cd_tanit_mount_passive_blazing_body	warrhak_skullcrusher_taurus
wh_main_unit_passive_relentless	warrhak_skullcrusher_taurus
wh_main_character_abilities_stand_or_die	warrhak_skullcrusher_taurus
wh_main_character_abilities_foe_seeker	warrhak_skullcrusher_taurus
wh_main_character_abilities_deadly_onslaught	warrhak_skullcrusher_taurus
wh2_dlc13_unit_abilities_emergency_vent	warrhak_skullcrusher_tank
wh2_dlc13_unit_passive_kaboom	warrhak_skullcrusher_tank
wh_dlc03_lord_passive_crush_the_weak	warrhak_skullcrusher_tank
wh_main_character_abilities_deadly_onslaught	warrhak_skullcrusher_tank
wh_main_lord_passive_hold_the_line	warrhak_skullcrusher_tank
wh_main_unit_passive_relentless	warrhak_skullcrusher_tank
wh_main_character_abilities_stand_or_die	warrhak_skullcrusher_tank
wh_main_character_abilities_foe_seeker	warrhak_skullcrusher_tank
wh_main_hero_abilities_ballistics_calibration	warrhak_skullcrusher_tank
