diplomacy_negotiation_string_options_tables	4
key	string	option	group
accept	Chorf_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Chorf_&_Negative
accept	Chorf_Dip_Acceptance_Negative_02	1	diplomacy_Subcult_Chorf_&_Negative
accept	Chorf_Dip_Acceptance_Negative_03	2	diplomacy_Subcult_Chorf_&_Negative
demand_payment	Chorf_Dip_Demand_Payments_Negative_01	0	diplomacy_Subcult_Chorf_&_Negative
generic_offer_demand	Chorf_Dip_Generic_Offer_Negative_01	0	diplomacy_Subcult_Chorf_&_Negative
generic_offer_demand	Chorf_Dip_Generic_Offer_Negative_02	1	diplomacy_Subcult_Chorf_&_Negative
generic_offer_demand	Chorf_Dip_Generic_Offer_Negative_03	2	diplomacy_Subcult_Chorf_&_Negative
generic_reject	Chorf_Dip_Rejection_Negative_01	0	diplomacy_Subcult_Chorf_&_Negative
generic_reject	Chorf_Dip_Rejection_Negative_02	1	diplomacy_Subcult_Chorf_&_Negative
generic_reject	Chorf_Dip_Rejection_Negative_03	2	diplomacy_Subcult_Chorf_&_Negative
receive	Chorf_Dip_Greet_Neg_01	0	diplomacy_Subcult_Chorf_&_Negative
receive	Chorf_Dip_Greet_Neg_02	1	diplomacy_Subcult_Chorf_&_Negative
receive	Chorf_Dip_Greet_Neg_03	2	diplomacy_Subcult_Chorf_&_Negative
accept	Chorf_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Chorf_&_Positive
accept	Chorf_Dip_Acceptance_Positive_03	1	diplomacy_Subcult_Chorf_&_Positive
demand_payment	Chorf_Dip_Demand_Payments_Positive_01	0	diplomacy_Subcult_Chorf_&_Positive
generic_offer_demand	Chorf_Dip_Generic_Offer_Positive_01	0	diplomacy_Subcult_Chorf_&_Positive
generic_offer_demand	Chorf_Dip_Generic_Offer_Positive_02	1	diplomacy_Subcult_Chorf_&_Positive
generic_offer_demand	Chorf_Dip_Generic_Offer_Positive_03	2	diplomacy_Subcult_Chorf_&_Positive
generic_reject	Chorf_Dip_Rejection_Positive_01	0	diplomacy_Subcult_Chorf_&_Positive
generic_reject	Chorf_Dip_Rejection_Positive_02	1	diplomacy_Subcult_Chorf_&_Positive
generic_reject	Chorf_Dip_Rejection_Positive_03	2	diplomacy_Subcult_Chorf_&_Positive
receive	Chorf_Dip_Greet_Pos_01	0	diplomacy_Subcult_Chorf_&_Positive
receive	Chorf_Dip_Greet_Pos_02	1	diplomacy_Subcult_Chorf_&_Positive
receive	Chorf_Dip_Greet_Pos_03	2	diplomacy_Subcult_Chorf_&_Positive
accept	Chorf_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Chorf
accept	Chorf_Dip_Acceptance_Neutral_02	1	diplomacy_Subcult_Chorf
accept_state_gift	Chorf_Dip_Accept_State_Gift_01	0	diplomacy_Subcult_Chorf
accept_state_gift	Chorf_Dip_Accept_State_Gift_02	1	diplomacy_Subcult_Chorf
accept_state_gift	Chorf_Dip_Accept_State_Gift_03	2	diplomacy_Subcult_Chorf
acknowledge_accept	Chorf_Dip_Acknowledge_Accept_01	0	diplomacy_Subcult_Chorf
acknowledge_accept	Chorf_Dip_Acknowledge_Accept_02	1	diplomacy_Subcult_Chorf
acknowledge_accept	Chorf_Dip_Acknowledge_Accept_03	2	diplomacy_Subcult_Chorf
