building_levels_tables	16
level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	military_prestige	naval_prestige	economic_prestige	enlightenment_prestige	faction_unique	religion_requirement	first_in_world_bundle	resource_requirement	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	food_cost	slave_cap_contribution
ovn_nor_outpost_major_human_1	wh_main_NORSCA_outpost_major_human	1	2	800	0		false	0	0	0	0	false				true	wh_main_NORSCA_settlement	false	0.0	0	true	0	wh_cam_settlement_major_nordic	true	0	2000
ovn_nor_outpost_major_human_1_coast	wh_main_NORSCA_outpost_major_human_coast	1	2	800	0		false	0	0	0	0	false				true	wh_main_NORSCA_settlement	false	0.0	0	true	0	Wh_Cam_Settlement_Port_Nordic	true	0	2000
ovn_nor_outpost_major_human_2	wh_main_NORSCA_outpost_major_human	2	3	1600	0		false	0	0	0	0	false				true	wh_main_NORSCA_settlement	false	0.0	1	true	0	wh_cam_settlement_major_nordic	true	0	2500
ovn_nor_outpost_major_human_2_coast	wh_main_NORSCA_outpost_major_human_coast	2	3	1600	0		false	0	0	0	0	false				true	wh_main_NORSCA_settlement	false	0.0	1	true	0	Wh_Cam_Settlement_Port_Nordic	true	0	2500
ovn_nor_outpost_major_human_3	wh_main_NORSCA_outpost_major_human	3	4	3200	0		false	0	0	0	0	false				true	wh_main_NORSCA_settlement	false	0.0	2	true	0	wh_cam_settlement_major_nordic	true	0	3500
ovn_nor_outpost_major_human_3_coast	wh_main_NORSCA_outpost_major_human_coast	3	4	3200	0		false	0	0	0	0	false				true	wh_main_NORSCA_settlement	false	0.0	2	true	0	Wh_Cam_Settlement_Port_Nordic	true	0	3500
ovn_nor_outpost_major_human_5_new	wh_main_NORSCA_outpost_major_human	5	6	7000	0		false	0	0	0	0	false				true	wh_main_NORSCA_settlement	false	0.0	5	true	0	wh_cam_settlement_minor_nordic	true	0	7000
ovn_nor_outpost_major_human_5_new_coast	wh_main_NORSCA_outpost_major_human_coast	5	6	7000	0		false	0	0	0	0	false				true	wh_main_NORSCA_settlement	false	0.0	5	true	0	wh_cam_settlement_minor_nordic	true	0	7000
ovn_nor_outpost_major_human_4_new	wh_main_NORSCA_outpost_major_human	4	5	4800	0		false	0	0	0	0	false				true	wh_main_NORSCA_settlement	false	0.0	4	true	0	wh_cam_settlement_minor_nordic	true	0	5000
ovn_nor_outpost_major_human_4_new_coast	wh_main_NORSCA_outpost_major_human_coast	4	5	4800	0		false	0	0	0	0	false				true	wh_main_NORSCA_settlement	false	0.0	4	true	0	Wh_Cam_Settlement_Port_Nordic	true	0	5000
ovn_nor_outpost_minor_human_1	wh_main_NORSCA_outpost_minor_human	1	2	800	0		false	0	0	0	0	false				true	wh_main_NORSCA_settlement	false	0.0	0	true	0	wh_cam_settlement_major_nordic	true	0	2000
ovn_nor_outpost_minor_human_1_coast	wh_main_NORSCA_outpost_minor_human_coast	1	2	800	0		false	0	0	0	0	false				true	wh_main_NORSCA_settlement	false	0.0	0	true	0	Wh_Cam_Settlement_Port_Nordic	true	0	2000
ovn_nor_outpost_minor_human_2	wh_main_NORSCA_outpost_minor_human	2	3	1600	0		false	0	0	0	0	false				true	wh_main_NORSCA_settlement	false	0.0	1	true	0	wh_cam_settlement_major_nordic	true	0	2500
