key	campaign_key	faction_key	indent	technology_key	technology_node_set	tier	research_points_required	cost_per_round	food_cost	optional_ui_group	resource_cost
#technology_nodes_tables;3;db/technology_nodes_tables/ace_dawi_zarr_technologies											
tech_chs_dawi_main_1		wh2_main_ovn_chaos_dwarfs	1	tech_chs_dawi_main_1	ovn_chaos_dwarfs_tech	0	100	2500	0		
tech_chs_dawi_main_2		wh2_main_ovn_chaos_dwarfs	1	tech_chs_dawi_main_2	ovn_chaos_dwarfs_tech	2	100	5000	0		
tech_chs_dawi_main_3		wh2_main_ovn_chaos_dwarfs	1	tech_chs_dawi_main_3	ovn_chaos_dwarfs_tech	4	100	10000	0		
tech_chs_dawi_main_4		wh2_main_ovn_chaos_dwarfs	1	tech_chs_dawi_main_4	ovn_chaos_dwarfs_tech	6	100	20000	0		
tech_chs_dawi_main_5		wh2_main_ovn_chaos_dwarfs	1	tech_chs_dawi_main_5	ovn_chaos_dwarfs_tech	8	100	40000	0		
tech_chs_dawi_branch_1_1		wh2_main_ovn_chaos_dwarfs	3	tech_chs_dawi_branch_1_1	ovn_chaos_dwarfs_tech	1	500	0	0		
tech_chs_dawi_branch_1_2		wh2_main_ovn_chaos_dwarfs	6	tech_chs_dawi_branch_1_2	ovn_chaos_dwarfs_tech	1	500	0	0		
tech_chs_dawi_branch_1_3		wh2_main_ovn_chaos_dwarfs	7	tech_chs_dawi_branch_1_3	ovn_chaos_dwarfs_tech	1	500	0	0		
tech_chs_dawi_branch_1_4		wh2_main_ovn_chaos_dwarfs	4	tech_chs_dawi_branch_1_4	ovn_chaos_dwarfs_tech	1	500	0	0		
tech_chs_dawi_branch_1_5		wh2_main_ovn_chaos_dwarfs	5	tech_chs_dawi_branch_1_5	ovn_chaos_dwarfs_tech	1	500	0	0		
tech_chs_dawi_branch_2_1		wh2_main_ovn_chaos_dwarfs	3	tech_chs_dawi_branch_2_1	ovn_chaos_dwarfs_tech	3	1000	0	0		
tech_chs_dawi_branch_2_2		wh2_main_ovn_chaos_dwarfs	4	tech_chs_dawi_branch_2_2	ovn_chaos_dwarfs_tech	3	1000	0	0		
tech_chs_dawi_branch_2_3		wh2_main_ovn_chaos_dwarfs	5	tech_chs_dawi_branch_2_3	ovn_chaos_dwarfs_tech	3	1000	0	0		
tech_chs_dawi_branch_2_4		wh2_main_ovn_chaos_dwarfs	6	tech_chs_dawi_branch_2_4	ovn_chaos_dwarfs_tech	3	1000	0	0		
tech_chs_dawi_branch_2_5		wh2_main_ovn_chaos_dwarfs	7	tech_chs_dawi_branch_2_5	ovn_chaos_dwarfs_tech	3	1000	0	0		
