Loc PackedFile	1
key	text	tooltip
technologies_onscreen_name_tech_chs_dawi_main_1	The Path to Ruination	true
technologies_short_description_tech_chs_dawi_main_1	When ultimate power is the prize, expect a perilous journey indeed...	true
technologies_onscreen_name_tech_chs_dawi_main_2	The Lure of Dark Promises	true
technologies_short_description_tech_chs_dawi_main_2	Chaos is a seductive force.	true
technologies_onscreen_name_tech_chs_dawi_main_3	Unholy Communion	true
technologies_short_description_tech_chs_dawi_main_3	Once promises have been made, the Champion is far along the road to damnation.	true
technologies_onscreen_name_tech_chs_dawi_main_4	Pledges to the Dark Gods	true
technologies_short_description_tech_chs_dawi_main_4	Final pledges are made by aspirants who have long since bargained away their souls for ultimate power. 	true
technologies_onscreen_name_tech_chs_dawi_main_5	Daemonic Pact	true
technologies_short_description_tech_chs_dawi_main_5	A pact with the Dark Gods should not be taken lightly.	true
technologies_onscreen_name_tech_chs_dawi_branch_1_1	Scrutiny of the Slave Masters	true
technologies_short_description_tech_chs_dawi_branch_1_1	Let the slaves gather under their cruel masters' eternal gaze.	true
technologies_onscreen_name_tech_chs_dawi_branch_1_2	Whips of Slavery	true
technologies_short_description_tech_chs_dawi_branch_1_2	Unfortunate wretches of weaker races will toil amidst our slave pits.	true
technologies_onscreen_name_tech_chs_dawi_branch_1_3	Rituals of Corruption	true
technologies_short_description_tech_chs_dawi_branch_1_3	Rituals performed to please the Gods may see an increase in favour.	true
technologies_onscreen_name_tech_chs_dawi_branch_1_4	Gathering the Horde	true
technologies_short_description_tech_chs_dawi_branch_1_4	It pays not to be choosy when one has little.	true
technologies_onscreen_name_tech_chs_dawi_branch_1_5	Fury of the Damned	true
technologies_short_description_tech_chs_dawi_branch_1_5	The war machine of chaos is an infernal and cursed one.	true
technologies_onscreen_name_tech_chs_dawi_branch_2_1	Banners of Ruin	true
technologies_short_description_tech_chs_dawi_branch_2_1	Fell runes that burn the eyes when looked upon adorn Dawi-Zharr banners.	true
