Loc PackedFile	1
key	text	tooltip
building_culture_variants_name_ovn_nor_outpost_major_human_1wh2_main_ovn_chaos_dwarfs	Und	true
building_culture_variants_name_ovn_nor_outpost_major_human_1_coastwh2_main_ovn_chaos_dwarfs	Und	true
building_culture_variants_name_ovn_nor_outpost_major_human_2wh2_main_ovn_chaos_dwarfs	Migdhal	true
building_culture_variants_name_ovn_nor_outpost_major_human_2_coastwh2_main_ovn_chaos_dwarfs	Migdhal	true
building_culture_variants_name_ovn_nor_outpost_major_human_3wh2_main_ovn_chaos_dwarfs	Kazad	true
building_culture_variants_name_ovn_nor_outpost_major_human_3_coastwh2_main_ovn_chaos_dwarfs	Kazad	true
building_culture_variants_name_ovn_nor_outpost_minor_human_1wh2_main_ovn_chaos_dwarfs	Und	true
building_culture_variants_name_ovn_nor_outpost_minor_human_1_coastwh2_main_ovn_chaos_dwarfs	Und	true
building_culture_variants_name_ovn_nor_outpost_minor_human_2wh2_main_ovn_chaos_dwarfs	Migdhal	true
building_culture_variants_name_ovn_nor_outpost_minor_human_2_coastwh2_main_ovn_chaos_dwarfs	Migdhal	true
building_culture_variants_name_ovn_nor_outpost_minor_human_3wh2_main_ovn_chaos_dwarfs	Kazad	true
building_culture_variants_name_ovn_nor_outpost_minor_human_3_coastwh2_main_ovn_chaos_dwarfs	Kazad	true
building_culture_variants_name_ovn_nor_outpost_major_human_5_newwh2_main_ovn_chaos_dwarfs	Uzkulak	true
building_culture_variants_name_ovn_nor_outpost_major_human_5_new_coastwh2_main_ovn_chaos_dwarfs	Uzkulak	true
building_culture_variants_name_ovn_nor_outpost_major_human_4_newwh2_main_ovn_chaos_dwarfs	Kar-Kazad	true
building_culture_variants_name_ovn_nor_outpost_major_human_4_new_coastwh2_main_ovn_chaos_dwarfs	Kar-Kazad	true
building_culture_variants_name_ovn_wh2_dlc15_special_settlement_massif_orcal_norsca_1wh2_main_ovn_chaos_dwarfs	Und	true
building_culture_variants_name_ovn_wh2_dlc15_special_settlement_massif_orcal_norsca_2wh2_main_ovn_chaos_dwarfs	Migdhal	true
building_culture_variants_name_ovn_wh2_dlc15_special_settlement_massif_orcal_norsca_3wh2_main_ovn_chaos_dwarfs	Kazad	true
building_culture_variants_name_ovn_wh2_dlc15_special_settlement_massif_orcal_norsca_4wh2_main_ovn_chaos_dwarfs	Kar-Kazad	true
building_culture_variants_name_ovn_wh2_dlc15_special_settlement_massif_orcal_norsca_5wh2_main_ovn_chaos_dwarfs	Uzkulak	true
building_culture_variants_name_ovn_wh2_dlc15_special_settlement_tor_yvresse_norsca_1wh2_main_ovn_chaos_dwarfs	Und	true
building_culture_variants_name_ovn_wh2_dlc15_special_settlement_tor_yvresse_norsca_2wh2_main_ovn_chaos_dwarfs	Migdhal	true
building_culture_variants_name_ovn_wh2_dlc15_special_settlement_tor_yvresse_norsca_3wh2_main_ovn_chaos_dwarfs	Kazad	true
