building_levels_tables	16
level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	military_prestige	naval_prestige	economic_prestige	enlightenment_prestige	faction_unique	religion_requirement	first_in_world_bundle	resource_requirement	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	food_cost	slave_cap_contribution
ovn_nor_outpost_major_human_5	wh_main_NORSCA_outpost_major_human	5	6	7000	0		false	0	0	0	0	false				true	wh_main_NORSCA_settlement	false	0.0	5	true	0	wh_cam_settlement_minor_nordic	true	0	7000
sm_radious_horde_reborn_chaos_resource_building_amber_1	sm_radious_horde_reborn_chaos_resource_building_amber	0	2	3000	0		false	0	0	0	0	false				true		false	0.0	0	true	1		true	0	0
sm_radious_horde_reborn_chaos_resource_building_amber_2	sm_radious_horde_reborn_chaos_resource_building_amber	1	3	5000	0		false	0	0	0	0	false				true		false	0.0	0	true	3		true	0	0
sm_radious_horde_reborn_chaos_resource_building_animals_1	sm_radious_horde_reborn_chaos_resource_building_animals	0	2	3000	0		false	0	0	0	0	false				true		false	0.0	0	true	1		true	0	0
sm_radious_horde_reborn_chaos_resource_building_animals_2	sm_radious_horde_reborn_chaos_resource_building_animals	1	3	5000	0		false	0	0	0	0	false				true		false	0.0	0	true	3		true	0	0
sm_radious_horde_reborn_chaos_resource_building_furs_1	sm_radious_horde_reborn_chaos_resource_building_furs	0	2	3000	0		false	0	0	0	0	false				true		false	0.0	0	true	1		true	0	0
sm_radious_horde_reborn_chaos_resource_building_furs_2	sm_radious_horde_reborn_chaos_resource_building_furs	1	3	5000	0		false	0	0	0	0	false				true		false	0.0	0	true	3		true	0	0
sm_radious_horde_reborn_chaos_resource_building_gems_1	sm_radious_horde_reborn_chaos_resource_building_gems	0	2	3000	0		false	0	0	0	0	false				true		false	0.0	0	true	1		true	0	0
sm_radious_horde_reborn_chaos_resource_building_gems_2	sm_radious_horde_reborn_chaos_resource_building_gems	1	3	5000	0		false	0	0	0	0	false				true		false	0.0	0	true	3		true	0	0
sm_radious_horde_reborn_chaos_resource_building_gold_1	sm_radious_horde_reborn_chaos_resource_building_gold	0	2	3000	0		false	0	0	0	0	false				true		false	0.0	0	true	1		true	0	0
sm_radious_horde_reborn_chaos_resource_building_gold_2	sm_radious_horde_reborn_chaos_resource_building_gold	1	3	5000	0		false	0	0	0	0	false				true		false	0.0	0	true	3		true	0	0
sm_radious_horde_reborn_chaos_resource_building_iron_1	sm_radious_horde_reborn_chaos_resource_building_iron	0	2	3000	0		false	0	0	0	0	false				true		false	0.0	0	true	1		true	0	0
sm_radious_horde_reborn_chaos_resource_building_iron_2	sm_radious_horde_reborn_chaos_resource_building_iron	1	3	5000	0		false	0	0	0	0	false				true		false	0.0	0	true	3		true	0	0
sm_radious_horde_reborn_chaos_resource_building_medicine_1	sm_radious_horde_reborn_chaos_resource_building_medicine	0	2	3000	0		false	0	0	0	0	false				true		false	0.0	0	true	1		true	0	0
sm_radious_horde_reborn_chaos_resource_building_medicine_2	sm_radious_horde_reborn_chaos_resource_building_medicine	1	3	5000	0		false	0	0	0	0	false				true		false	0.0	0	true	3		true	0	0
sm_radious_horde_reborn_chaos_resource_building_obsidian_1	sm_radious_horde_reborn_chaos_resource_building_obsidian	0	2	3000	0		false	0	0	0	0	false				true		false	0.0	0	true	1		true	0	0
sm_radious_horde_reborn_chaos_resource_building_obsidian_2	sm_radious_horde_reborn_chaos_resource_building_obsidian	1	3	5000	0		false	0	0	0	0	false				true		false	0.0	0	true	3		true	0	0
sm_radious_horde_reborn_chaos_resource_building_pottery_1	sm_radious_horde_reborn_chaos_resource_building_pottery	0	2	3000	0		false	0	0	0	0	false				true		false	0.0	0	true	1		true	0	0
sm_radious_horde_reborn_chaos_resource_building_pottery_2	sm_radious_horde_reborn_chaos_resource_building_pottery	1	3	5000	0		false	0	0	0	0	false				true		false	0.0	0	true	3		true	0	0
sm_radious_horde_reborn_chaos_resource_building_salt_1	sm_radious_horde_reborn_chaos_resource_building_salt	0	2	3000	0		false	0	0	0	0	false				true		false	0.0	0	true	1		true	0	0
sm_radious_horde_reborn_chaos_resource_building_salt_2	sm_radious_horde_reborn_chaos_resource_building_salt	1	3	5000	0		false	0	0	0	0	false				true		false	0.0	0	true	3		true	0	0
sm_radious_horde_reborn_chaos_resource_building_timber_1	sm_radious_horde_reborn_chaos_resource_building_timber	0	2	3000	0		false	0	0	0	0	false				true		false	0.0	0	true	1		true	0	0
sm_radious_horde_reborn_chaos_resource_building_timber_2	sm_radious_horde_reborn_chaos_resource_building_timber	1	3	5000	0		false	0	0	0	0	false				true		false	0.0	0	true	3		true	0	0
ovn_cd_boss_2	ovn_cd_boss	1	4	5000	0		false	0	0	0	0	false				true	ovn_cd_boss	true	0.0	0	true	5		true	0	0
ovn_cd_boss_1	ovn_cd_boss	0	3	4000	0		false	0	0	0	0	false				true	ovn_cd_boss	true	0.0	0	true	4		true	0	0
